title,abstract,authors,figures,pages,tables,pdf_link,primary_subject,secondary_subjects,submitted_journal,published_journal,keywords,date
Investigating the Redshift Evolution of Lensing Galaxy Density Slopes via Model-Independent Distance Ratios,"Strong lensing systems, expected to be abundantly discovered by next-generation surveys, offer a powerful tool for studying cosmology and galaxy evolution. The connection between galaxy structure and cosmology through distance ratios highlights the need to examine the evolution of lensing galaxy mass density profiles. We propose a novel, dark energy-model-independent method to investigate the mass density slopes of lensing galaxies and their redshift evolution using an extended power-law (EPL) model. We employ a non-parametric approach based on Artificial Neural Networks (ANNs) trained on Type Ia Supernovae (SNIa) data to reconstruct distance ratios of strong lensing systems. These ratios are compared with theoretical predictions to estimate the evolution of EPL model parameters. Analyses conducted at three levels, including the combined sample, individual lenses, and binned groups, ensure robust and reliable estimates. A negative trend in the mass density slope with redshift is observed, quantified as $\partial\gamma/\partial z = -0.20 \pm 0.12$ under a triangular prior for anisotropy. This study demonstrates that the redshift evolution of density slopes in lensing galaxies can be determined independently of dark energy models. Simulations based on LSST Rubin Observatory forecasts, which anticipate 100,000 strong lenses, show that spectroscopic follow-up of just 10 percent of these systems can constrain the redshift evolution coefficient with uncertainty ($\Delta\partial\gamma/\partial z$) to 0.021. This precision distinguishes evolving and non-evolving density slopes, providing new insights into galaxy evolution and cosmology.","['Shuaibo Geng', 'Margherita Grespan', 'Hareesh Thuruthipilly', 'Sreekanth Harikumar', 'Agnieszka Pollo', 'Marek Biesiada']",16.0,16.0,1.0,arxiv.org/pdf/2501.02577,Cosmology and Nongalactic Astrophysics,['Astrophysics of Galaxies'],,,['galaxy evolution – strong gravitational lensing 1'],2025-01-07
Distributions of wide binary stars in theory and in Gaia data: I. Generalized Ambartsumian (1937) approach and the family of power-law distributions of eccentricity,"The orbital parameter space of wide, weakly bound binary stars has been shaped by the still poorly known circumstances of their formation, as well as by subsequent dynamical evolution in parent clusters and in the field. The advance of the Gaia mission astrometry takes statistical studies of wide stellar systems to an unprecedented level of precision and scope. On the theoretical side of the problem, the old approach proposed by Jeans and developed by Ambartsumian is revisited here. It is shown how certain simplifying assumptions about the phase density of binary systems in the framework of general copula distributions can lead to a family of analytical representations for the marginal distribution of orbital eccentricity, including accommodating and flexible power-law models. We further demonstrate the application of these models in forward Monte Carlo simulations of the measured motion angles between the relative velocity and separation vectors on the example of 170K listed Gaia binary systems, providing inference in the intrinsic distribution of orbital eccentricity.",['Valeri V. Makarov'],4.0,11.0,1.0,arxiv.org/pdf/2501.02587,Solar and Stellar Astrophysics,"['Earth and Planetary Astrophysics', 'Astrophysics of Galaxies']",AJ,,[],2025-01-07
Parametrization Framework for the Deceleration Parameter in Scalar Field Dark Energy Model,"We propose a Friedmann-Lemaitre-Robertson-Walker cosmological model with a scalar field that represents dark energy. A new parametrization of the deceleration parameter is introduced of the form $q = 1 + \eta (1 + \mu a^{\eta})$ where $\eta$ and $\mu$ are model parameters. and the compatibility of the model is constrained by recent observational datasets, including cosmic chronometers, Pantheon+ and Baryon Acoustic Observations. By considering a variable deceleration parameter, we address the expansion history of the universe, providing a viable description of the transition from deceleration to acceleration. Using the Markov Chain Monte Carlo method, the parameters of the model are constrained and we examine the cosmological parameters. A comparison is then made with the $\Lambda$CDM model using the latest observations. We examine the history of the main cosmological parameters, such as the deceleration parameter, jerk parameter, snap parameter, density parameter, and equation-of-state parameter, by constraining and interpreting them to reveal insights into what has been dubbed ""dynamical dark energy"" under the assumptions made above. Our method provides a framework that is independent of the model to explore dark energy, leading to a deeper and more subtle understanding of the mechanisms driving late-time cosmic acceleration.",['Aroonkumar Beesham'],9.0,19.0,1.0,arxiv.org/pdf/2501.02592,Cosmology and Nongalactic Astrophysics,"['General Relativity and Quantum Cosmology', 'High Energy Physics - Theory']",,,[': Cosmological model'],2025-01-07
Variation of global and local flows in the solar convection zone during activity cycles 24 and 25,"Convection, differential rotation, and meridional circulation of solar plasma are studied based on helioseismic data covering the period from May 2010 to August 2024, significantly prolonged compared to that previously considered. Depth variation in the spatial spectrum of convective motions indicates a superposition of differently scaled flows. The giant-cell-scale component of the velocity field demonstrates a tendency to form meridionally elongated (possibly bananashaped) structures. The integrated spectral power of the flows is anticorrelated with the solar-activity level in the near-surface layers and positively correlates with it in deeper layers. An extended 22-year cycle of zonal flows (""torsional oscillations"" of the Sun) and variations of the meridional flows are traced. A secondary meridional flow observed at the epoch of the maximum of Solar Cycle 24 to be directed equatorward in the subsurface layers is clearly manifest in Cycle 25.","['A. V. Getling', 'A. G. Kosovichev']",9.0,19.0,0.0,arxiv.org/pdf/2501.02607,Solar and Stellar Astrophysics,,,,[],2025-01-07
Primordial Black Hole stellar microlensing constraints: understanding their dependence on the density and velocity distributions,"Microlensing surveys of stars in the Large Magellanic Cloud constrain the fraction of the Milky Way halo in Primordial Black Holes (PBHs) with mass $10^{-9} \lesssim M/M_{\odot} \lesssim 10^{4}$. Various studies have reached different conclusions on the uncertainties in these constraints due to uncertainties in the Dark Matter (DM) distribution. We therefore revisit the dependence of the microlensing differential event rate, and hence exclusion limits, on the DM density and velocity distributions. The constraints on the abundance of low- and high-mass PBHs depend, respectively, on the long- and short-duration tails of the differential event rate distribution. Long-duration events are due to PBHs moving close to the line of sight and their rate (and hence the constraints on low-mass PBHs) has a fairly weak ($\sim 10\%$) dependence on the DM density and velocity distributions. Short-duration events are due to PBHs close to the observer and their rate (and hence the constraints on moderate- and high-mass PBHs) depends much more strongly on the DM velocity distribution. An accurate calculation of the local DM velocity distribution is therefore crucial for accurately calculating PBH stellar microlensing constraints.",['Anne M. Green'],6.0,14.0,0.0,arxiv.org/pdf/2501.02610,Astrophysics of Galaxies,['Cosmology and Nongalactic Astrophysics'],,,[],2025-01-07
The quest for a stable disk,"The majority of disk galaxies manifest spirals and/or bars that are believed to result from dynamical instabilities. However, some galaxies have featureless disks, which are therefore inferred to be dynamically stable. Yet despite many years of effort, theorists have been unable to construct realistic models of galaxy disks that possess no instabilities and therefore could remain featureless. This conclusion has been reached through simulations for the most part, some of which have been confirmed by linear stability analyses. Toomre claimed that the Mestel disk, embedded in an equal mass halo, to be a notable counter-example, but his prediction of stability could not be reproduced in simulations due to complicated non-linear effects that caused secular growth of Poisson noise-driven disturbances until strong features emerged. Here we revisit this issue and show that simply eliminating the most nearly circular orbits from Toomre's disk model can inhibit troublesome secular growth. We also present both 2D and 3D simulations of particle disks that remain featureless for over 50 orbit periods. We report that spiral evolution naturally depletes circular orbits and that the radial velocity distribution in the featureless disks of S0 galaxies should have negative kurtosis.","['J A Sellwood', 'R G Carlberg']",10.0,10.0,2.0,arxiv.org/pdf/2501.02636,Astrophysics of Galaxies,,,,['Spiral galaxies (1560) — Galaxy structure (622) — Galaxy dynamics ( 591) — Galaxy evolution (594) 1'],2025-01-07
Continuous Fragmentation of Comet 157P/Tritton,"We observed the split comet 157P/Tritton in October - November 2022 and January 2024 with the Nordic Optical Telescope (NOT). Our observations show that the splitting continued during the entire observing campaign. Fragmentation was associated with outbursts, consistent with the action of outgassing torques that spun up the nucleus and its fragments to the point of rotational instability. The outburst-fragmentation events can lead to a runaway process where the increasing spin rate, driven by outgassing torques, results in repeated mass loss, until the sublimating body completely disintegrates.","['Jane Luu', 'David Jewitt']",6.0,15.0,4.0,arxiv.org/pdf/2501.02645,Earth and Planetary Astrophysics,,,,['Comets (251) — Solar system (1736) 1'],2025-01-07
Testing disc reprocessing models for AGN optical variability by comparison of X-ray and optical power spectra of NGC 4395,"It is generally thought that AGN optical variability is produced, at least in part, by reprocessing of central X-rays by a surrounding accretion disc, resulting in wavelength-dependent lags between bands. Any good model of AGN optical variability should explain not only these lags, but also the overall pattern of variability as quantified by the power spectral density (PSD). Here we present $\sim$daily g'-band monitoring of the low-mass AGN NGC\,4395 over 3 years. Together with previous TESS and GTC/HiPERCAM observations we produce an optical PSD covering an unprecedented frequency range of $\sim7$ decades allowing excellent determination of PSD parameters. The PSD is well fitted by a bending power law with low-frequency slope $\alpha_{L} = 1.0 \pm 0.2$, high-frequency slope $2.1^{+0.2}_{-0.4}$ and bend timescale $3.0^{+6.6}_{-1.7}\,$\,d. This timescale is close to that derived previously from a damped random walk (DRW) model fitted to just the TESS observations, although $\alpha_{L}$ is too steep to be consistent with a DRW. We compare the observed PSD with one made from light curves synthesized assuming reprocessing of X-rays, as observed by \xmm and Swift, in a disc defined by the observed lags. The simulated PSD is also well described by a bending power law but with a bend two decades higher in frequency. We conclude that the large-amplitude optical variations seen on long-timescales are not due to disc reprocessing but require a second source of variability whose origin is unknown but could be propagating disc accretion rate variations.","['Max Beard', 'Ian McHardy', 'Keith Horne', 'Edward Cackett', 'Federico Vincentelli', 'Juan Venancio Hernandez Santisteban', 'Jake Miller', 'Vikram Dhillon', 'Johan Knapen', 'Stuart Littlefair', 'Daniel Kynoch', 'Elmé Breedt', 'Yue Shen', 'Jonathan Gelbord']",17.0,15.0,1.0,arxiv.org/pdf/2501.02664,High Energy Astrophysical Phenomena,,,,['galaxies:active – galaxies:individual:NGC 4395 – X-rays:galaxies 1 INTRODUCTION Active Galactic Nuclei (AGN) have long been observed to emit X-ray continua that vary rapidly and non-periodically (e'],2025-01-07
The Influence of General Relativity on the Spins of Celestial Bodies in Inclined Orbits,"Through the Rossiter-McLaughlin effect, several hot Jupiters have been found to exhibit spin-orbit misalignment, and even retrograde orbits. The high obliquity observed in these planets can be attributed to two primary formation mechanisms, as summarized in the existing literature. First, the host star's spin becomes misaligned with the planetary disk during the late stages of star formation, primarily due to chaotic accretion and magnetic interactions between the star and the planetary disk. Second, the orbital inclination of an individual planet can be excited by dynamical processes such as planet-planet scattering, the Lidov-Kozai cycle, and secular chaos within the framework of Newtonian mechanics. This study introduces a third mechanism, where, within the framework of general relativity, the post-Newtonian spin-orbit coupling term induces precession of the host star's spin around the orbital angular momentum. The orbital inclination, relative to a reference plane, can expand the range of deviation in the spatial orientation of the bodies' spins from the plane's normal. The varying amplitude and period of spin precession for both the star and the planet are derived theoretically, and the results, which can be applied without restriction, agree well with numerical simulations.","['Huan-rong Yuan', 'Ying Wang', 'Xin Wu', 'Ji-wei Xie', 'Hui-gen Liu', 'Ji-lin Zhou', 'Wei Sun']",17.0,20.0,2.0,arxiv.org/pdf/2501.02717,Earth and Planetary Astrophysics,"['Solar and Stellar Astrophysics', 'General Relativity and Quantum Cosmology']",,,['Solar-planetary interactions (1472) — Hot Jupiters(753) — Exoplanet evo- lution(491) 1'],2025-01-07
Contribution of Unresolved Sources to Diffuse Gamma-Ray Emission from the Galactic Plane,"The diffuse gamma-ray emission from the Milky Way serves as a crucial probe for understanding the propagation and interactions of cosmic rays within our galaxy. The Galactic diffuse gamma-ray emission between 10 TeV and 1 PeV has been recently measured by the square kilometer array (KM2A) of the Large High Altitude Air Shower Observatory (LHAASO). The flux is higher than predicted for cosmic rays interacting with the interstellar medium. In this work, we utilize a non-parametric method to derive the source count distribution using the published first LHAASO source catalog. Based on this distribution, we calculate the contribution of unresolved sources to the diffuse emission measured by KM2A. When comparing our results to the measured diffuse gamma-ray emission, we demonstrate that for the outer Galactic region, the contributions from unresolved sources and those predicted by models are roughly consistent with experimental observations within the uncertainty. However, for the inner Galactic region, additional components are required to account for the observed data.","['Jiayin He', 'Houdun Zeng', 'Yi Zhang', 'Qiang Yuan', 'Rui Zhang', 'Jun Li']",5.0,9.0,1.0,arxiv.org/pdf/2501.02720,High Energy Astrophysical Phenomena,['High Energy Physics - Phenomenology'],,,['Gamma-ray astronomy (628)'],2025-01-07
Equatorial Enhancement in the Dustiest OH/IR Stars in the Galactic Bulge,"We have detected the 10 um silicate feature and the 11.3 um crystalline forsterite feature in absorption in 21 oxygen-rich AGB stars in the Galactic Bulge. The depths of the 10 um feature indicate highly-obscured circumstellar environments. The additional crystalline features may suggest either an extended envelope or dust formation in a high-density environment. We have also modeled the Spectral Energy Distributions of the sample using radiative transfer models, and compared the results to wind speeds measured using 1612 MHz circumstellar OH masers, as well as previous estimates of circumstellar properties. The sixteen sources with measured pulsation periods appear on sequence D of the mid-infrared Period-Luminosity relation, associated with the Long Secondary Period. We suspect that all of these sources are in fact fundamental mode pulsators. At least two sources appear on the fundamental mode sequence when accounting for the dust content. For the remainder, these sources are also likely fundamental mode pulsators with extended envelopes. Taken as a whole, the high optical depths, crystalline features, discrepancies between observed and modeled wind speeds, pulsation periods longer than other fundamental mode pulsators, and SED and pulsation properties similar to those with known equatorially-enhanced circumstellar envelopes (e.g. OH 26.5+0.6 and OH 30.1-0.7) lead us to believe that these sources are likely to be equatorially-enhanced.","['Steven R. Goldman', 'Jacco Th. van Loon', 'Olivia C. Jones', 'Joris A. D. L. Blommaert', 'Martin A. T. Groenewegen']",8.0,20.0,3.0,arxiv.org/pdf/2501.02722,Solar and Stellar Astrophysics,['Astrophysics of Galaxies'],,,"['Asymptotic giant branch stars (2100)', 'Stellar mass loss (1613)', 'Stellar winds (1636)', 'Galactic bulge (2041)', 'Circumstellar dust (236)', 'Long period variable stars (935) 1']",2025-01-07
On the Role of Chapman's Hydrostatic Solar Wind Mechanism in Parker's Hydrodynamic Solar Wind Model,"The global role of Chapman's hydrostatic solar wind mechanism in Parker's hydrodynamic solar wind model is investigated by using the de Laval nozzle analogy (Clauser, Parker) for the latter model. The action of solar gravity in Parker's hydrodynamic solar wind model is shown to be geometrically equivalent to a renormalization of the wind channel area, which is described precisely by Chapman's hydrostatic density profile. So, Chapman's hydrostatic solar wind mechanism appears to continue to be operative, on a global level (not just locally near the coronal base), in Parker's hydrodynamic solar wind model, the effects of solar gravity in Parker's hydrodynamic model being essentially encapsulated by Chapman's hydrostatic model. This result is shown to be robust by considering both isothermal gas and polytropic gas models for the solar wind.",['Bhimsen Shivamoggi'],0.0,9.0,0.0,arxiv.org/pdf/2501.02731,Solar and Stellar Astrophysics,"['Plasma Physics', 'Space Physics']",,,[],2025-01-07
Probing the Merger Rates of Supermassive Black Holes and Galaxies with Gravitational Waves,"The mergers of galaxies and supermassive black holes (SMBHs) are key drivers of galaxy evolution, contributing to the growth of both galaxies and their central black holes. Current projects like Pulsar Timing Arrays (PTAs) and upcoming missions such as the Laser Interferometer Space Antenna (LISA), Taiji, and Tianqin are designed to detect gravitational waves (GWs) emitted by SMBH binaries during their inspiral and merger phases. We investigate the capability to probe the merger rates of SMBHs and their host galaxies by combining current PTA detections and mock GW data for LISA-like detectors, while incorporating observational constraints from the $M_{\bullet}-M_*$ relationship and galaxy stellar mass functions. Our findings highlight the critical role of GW detections with LISA-like detectors in exploring the merger rates of galaxies and SMBHs and the timescale of SMBH mergers. Additionally, incorporating PTA constraints on the stochastic gravitational wave background further refines model parameters and reduces uncertainties. Gravitational wave detections offer an independent method for estimating galaxy merger rates, providing a valuable consistency check against rates derived from galaxy pair observations and cosmological simulations. Furthermore, comparing SMBH mass assembly through mergers with growth via accretion provides key insights into the evolutionary history of SMBHs, with the timescale of SMBH binary mergers playing a significant role in shaping their merger rates and merger mass assembly.","['Yun Fang', 'Rong-Gen Cai']",8.0,10.0,0.0,arxiv.org/pdf/2501.02748,Astrophysics of Galaxies,,,,['gravitational waves – supermassive black holes – galaxies – merger rate – methods: Bayesian inference 1 INTRODUCTION Supermassive black holes (SMBHs) are ubiquitous in the centers ofmassivegalaxies'],2025-01-07
A Scenario for Origin of Global 4 mHz Oscillations in Solar Corona,"We establish a spherically symmetric model of solar atmosphere, which consists of the whole chromosphere and low corona below the $1.25$ solar radius. It is a hydrodynamic model with heating in the chromosphere through an artificial energy flux. We performed a series of simulations with our model and found oscillations with a peak frequency of $\sim$4 $\rm{mHz}$ in the power spectrum. We confirmed that this resulted from the $p$-mode excited in the transition region and amplified in a resonant cavity situated in the height range $\sim$$4\times10^3$--$2\times10^4$ km. This result is consistent with global observations of Alfvénic waves in corona and can naturally explain the observational ubiquity of $4\ \rm{mHz}$ without the difficulty of the $p$-mode passing through the acoustic-damping chromosphere. We also confirmed that acoustic shock waves alone cannot heat the corona to the observed temperature, and found mass upflows in the height range $\sim$$7\times10^3$--$7\times10^4$ km in our model, which pumped the dense and cool plasma into the corona and might be the mass supplier for solar prominences.","['Li Xue', 'Cheng-Liang Jiao', 'Li-Xin Zhang']",8.0,21.0,2.0,arxiv.org/pdf/2501.02753,Solar and Stellar Astrophysics,,,,['hydrodynamics'],2025-01-07
Polarimetric Study of GRS 1915+105: Estimation of Interstellar Polarization Component,"GRS 1915+105 is a well-known X-ray binary system composed of a black hole with a low-mass companion star and is recognized for emitting relativistic jets. Imazato et al. (2021) performed extensive polarimetry in a near-infrared (NIR) Ks band from 2019 April through December when GRS 1915+105 experienced an X-ray low luminous state and found almost stable polarization of P=2.42% +/- 0.08%. We performed NIR polarimetry of the field stars around GRS 1915+105 in 2023 April and October, and found that the field stars that are not listed in Gaia DR3 and StarHorse2 catalogues show well aligned polarization that is consistent with GRS 1915+105' s polarization. Those suggest that the interstellar clouds existing beyond 4 kpc causes the large interstellar extinction and that the polarization the GRS 1915+105 is mostly originated from the magnetically aligned dust grains within the clouds. Therefore, the jet-origin synchrotron radiation polarization would have given only minor contribution in the NIR band in 2019 Apr-Dec.","['Jin Inokuchi', 'Koji S. Kawabata', 'Makoto Uemura', 'Hiroyuki Hiraga']",5.0,6.0,1.0,arxiv.org/pdf/2501.02835,Instrumentation and Methods for Astrophysics,"['Astrophysics of Galaxies', 'High Energy Astrophysical Phenomena', 'Solar and Stellar Astrophysics']",,,['GRS 1915+105 — polarization — jet emission — interstellar medium 1'],2025-01-07
Testing General Relativity using Large Scale Structures Photometric Redshift Surveys and Cosmic Microwave Background Lensing Effect,"The $E_G$ statistic provides a valuable tool for evaluating predictions of General Relativity (GR) by probing the relationship between gravitational potential and galaxy clustering on cosmological scales within the observable universe. In this study, we constrain the $E_G$ statistic using photometric redshift data from the Dark Energy Survey (DES) MagLim sample in combination with the Planck 2018 Cosmic Microwave Background (CMB) lensing map. Unlike spectroscopic redshift surveys, photometric redshift measurements are subject to significant redshift uncertainties, making it challenging to constrain the redshift distortion parameter $\beta$ with high precision. We adopt a new definition for this parameter, $\beta(z) = {f\sigma_8(z)}/{b\sigma_8(z)}$. In this formulation, we reconstruct the growth rate of structure, $f\sigma_8(z)$, using Artificial Neural Networks (ANN) method, while simultaneously utilizing model-independent constraints on the parameter $b\sigma_8(z)$, directly obtained from the DES collaboration. After obtaining the angular power spectra $C_\ell^{gg}$ (galaxy-galaxy) and $C_\ell^{g\kappa}$ (galaxy-CMB lensing) from the combination of DES photometric data and Planck lensing, we derive new measurements of the $E_G$ statistic: $E_G = 0.354 \pm 0.146$, $0.452 \pm 0.092$, $0.414 \pm 0.069$, and $0.296 \pm 0.069$ (68$\%$ C.L.) across four redshift bins: $z = 0.30, 0.47, 0.63$, and $0.80$, respectively, which are consistent with the predictions of the standard $\Lambda$CDM model. Finally, we forecast the $E_G$ statistic using future photometric redshift data from the China Space Station Telescope, combined with lensing measurements from the CMB-S4 project, indicating an achievable constraint on $E_G$ of approximately 1$\%$, improving the precision of tests for GR on cosmological scales.","['Shang Li', 'Jun-Qing Xia']",6.0,17.0,3.0,arxiv.org/pdf/2501.02852,Cosmology and Nongalactic Astrophysics,,ApJS,,['Large-scale structure of the universe (902)'],2025-01-07
High-temperature measurements of acetylene VUV absorption cross sections and application to warm exoplanet atmospheres,"Most observed exoplanets have high equilibrium temperatures. Understanding the chemistry of their atmospheres and interpreting their observations requires the use of chemical kinetic models including photochemistry. The thermal dependence of the vacuum ultraviolet (VUV) absorption cross sections of molecules used in these models is poorly known at high temperatures, leading to uncertainties in the resulting abundance profiles. The aim of our work is to study experimentally the thermal dependence of VUV absorption cross sections of molecules of interest for exoplanet atmospheres and provide accurate data for use in atmospheric models. This study focuses on acetylene (C2H2). We measured absorption cross sections of C2H2 at seven temperatures ranging from 296 to 773 K recorded in the 115-230 nm spectral domain using VUV spectroscopy and synchrotron radiation. These data were used in our 1D thermo-photochemical model, to assess their impact on the predicted composition of a generic hot Jupiter-like exoplanet atmosphere. The absolute absorption cross sections of C2H2 increase with temperature. This increase is relatively constant from 115 to 185 nm and rises sharply from 185 to 230 nm. The abundance profile of C2H2 calculated using the model shows a slight variation, with a maximum decrease of 40% near 5 x 10-5 bar, when using C2H2 absorption cross sections measured at 773 K compared to those at 296 K. This is explained by the absorption, higher in the atmosphere, of the actinic flux from 150 to 230 nm due to the increase in the C2H2 absorption in this spectral range. This change also impacts the abundance profiles of other by-products such as methane (CH4) and ethylene (C2H4). We present the first experimental measurements of the VUV absorption cross sections of C2H2 at high temperatures. Similar studies of other major species are needed to improve our understanding of exoplanet atmospheres.","['Benjamin Fleury', 'Mathilde Poveda', 'Yves Benilan', 'Roméo Veillet', 'Olivia Venot', 'Pascal Tremblin', 'Nicolas Fray', 'Marie-Claire Gazeau', 'Martin Schwell', 'Antoine Jolly', 'Nelson de Oliveira', 'Et-touhami Es-sebbar']",11.0,12.0,1.0,arxiv.org/pdf/2501.02864,Earth and Planetary Astrophysics,,,"A&A, 693, A82 (2025)",['Astrochemistry – Molecular data – Methods: laboratory: molecular – Techniques: spectroscopic – Planets and satellites: atmospheres 1'],2025-01-07
Revealing the internal magnetic field configuration of magnetars via their associated periodic signals,"The magnetic deformation of magnetars is affected by their internal magnetic fields, which are generally difficult to be measured directly through observations. In this work, the periodic pulse-phase modulations in the hard X-ray emissions of the magnetars 4U 0142+61, 1E 1547.0-5408, SGR 1900+14, and SGR 1806-20, and the periodicities of fast radio bursts (FRBs) 180916 and 121102 are interpreted as free precession of the (host) magnetars. Using these periodic signals, we investigate the magnetars' internal magnetic fields. In order to simultaneously account for the modulation periods and surface thermal emissions of the former four magnetars, and require that their internal poloidal fields smoothly connect with the surface dipole fields, the parameter that characterizes the distribution of toroidal field in the magnetar interior should satisfy $\beta\gtrsim1$. Moreover, their volume-averaged strengths of poloidal and toroidal fields are respectively $\bar{B}_{\rm p}\sim10^{14}$--$10^{15}$ G and $\bar{B}_{\rm t}\sim10^{15}$ G with the strength ratios $\bar{B}_{\rm t}/\bar{B}_{\rm p}$ generally distributing within $\sim2$--$37$. We could also constrain the critical temperature for neutron superfluidity in the neutron-star core considering that the former four magnetars are probably precessing, and the most stringent constraint is $T_{\rm c,core}<6.4\times10^8$ K. Adopting a possible critical temperature $T_{\rm c,core}=5\times10^8$ K, we could obtain $\bar{B}_{\rm p}\gtrsim10^{14}$--$10^{15}$ G and $\bar{B}_{\rm t}\gtrsim10^{14}$--$10^{15}$ G for the host magnetars of FRBs 180916 and 121102, which indicates that the magnetars of our interest possibly have similar poloidal and toroidal fields.","['Jie Shu', 'Quan Cheng', 'Xiao-Ping Zheng']",3.0,9.0,1.0,arxiv.org/pdf/2501.02887,High Energy Astrophysical Phenomena,['High Energy Physics - Theory'],PRD,,[],2025-01-07
Revisiting the Chern-Simons interaction during inflation with a non-canonical pseudo-scalar,"A Chern-Simons interaction between a pseudo-scalar field and a U(1) gauge field results in the generation of a chiral gravitational wave background. The detection of this signal is contrasted by the fact that this coupling also generates primordial scalar perturbations, on which strong limits exist, particularly at CMB scales. In this study, we propose a new extension of this mechanism characterized by a non-canonical kinetic term for the pseudo-scalar. We find that a decrease of the sound speed of the pseudo-scalar field highly suppresses the sourced scalar with respect to the sourced tensor modes, thus effectively allowing for the production of a greater tensor signal. Contrary to the case of a canonical axion inflaton, it is in this case possible for the sourced tensor modes to dominate over the vacuum ones without violating the non-Gaussianity constraints from the scalar sector, which results in a nearly totally polarized tensor signal at CMB scales. We also study the extension of this mechanisms to the multiple field case, in which the axion is not the inflaton.","[""Jun'ya Kume"", 'Marco Peloso', 'Nicola Bartolo']",4.0,28.0,0.0,arxiv.org/pdf/2501.02890,Cosmology and Nongalactic Astrophysics,"['General Relativity and Quantum Cosmology', 'High Energy Physics - Phenomenology']",,,[],2025-01-07
Interactions among binary black holes in star clusters: eccentric gravitational wave captures and triple formation,"Aims. Numerical simulations of star clusters with black holes find that there is only a single dynamically active binary black hole (BBH), at odds with the theoretical expectation of ~5 dynamically-formed - or, 'three-body' - BBHs in clusters with a few hundred BHs. We test the recent suggestion that this tension is because interactions among three-body BBHs were neglected in the theory.Methods. We use the public catalogue of Cluster Monte Carlo models to obtain a sample of strong BBH-BBH interactions, which we integrate using the 3.5PN equations of motion. We explore the nature of the BBHs involved in BBH-BBH interactions in star clusters, as well as the various outcomes: gravitational wave (GW) captures and the associated eccentricities at the frequencies of ground-based GW detectors, as well as BH triple formation and their contribution to BBH mergers via the Lidov-Kozai mechanism.Results. We find that almost all BBHs involved in BBH-BBH interactions are indeed three-body binaries and that BBH formation and disruption in BBH-BBH interactions occur at approximately the same rate, providing an explanation for the finding of a single dynamically-active BBH in N-body models. An important implication is that the resulting rates of GW capture and triple formation are independent of uncertain initial binary properties. We obtain a local rate of GW captures of $\mathcal{R}(z\simeq0)\rm\simeq1Gpc^{-3}yr^{-1}$, as well as their eccentricity distribution and redshift dependence. We find that a BBH-BBH interaction is more likely to trigger a GW merger than a BH-BBH interaction. We also find that stable triples that are assembled in BBH-BBH interactions are very wide and not likely to merge via von Zeipel-Lidov-Kozai oscillations because they quickly break up in subsequent interactions with BHs and BBHs. Our results will help with the interpretation of future GW signals from eccentric BBHs","['Daniel Marín Pina', 'Mark Gieles', 'Tomas Andrade', 'Alessandro A. Trani']",14.0,13.0,0.0,arxiv.org/pdf/2501.02907,Astrophysics of Galaxies,"['High Energy Astrophysical Phenomena', 'Solar and Stellar Astrophysics']",,,['Binaries: general – Stars: black holes – Gravitational waves – Galaxies: clusters: general 1'],2025-01-07
The puzzle of isolated and quenched dwarf galaxies in cosmic voids,"We report, for the first time, the detection of a sample of quenched and isolated dwarf galaxies (with 8.9 $<$ log(M$_{\rm \star}$/M$_{\rm \odot}$) $<$ 9.5) in the least dense regions of the cosmic web, including voids, filaments, and walls. These dwarfs have no neighbouring galaxy within 1.0~Mpc in projected distance. Based on the full spectral fitting of their central spectra using Sloan Digital Sky Survey data, these galaxies are gas-deprived, exhibit stellar mass assembly very similar to dwarfs in the central regions of galaxy clusters, and have experienced no significant star formation in the past 2 Gyr. Additionally, analysis of r-band images from the Dark Energy Camera Legacy Survey showed that these dwarf galaxies host a central Nuclear Star Cluster (NSC). Detecting quenched, isolated dwarf galaxies in cosmic voids indicates that environmental factors are not the sole drivers of their quenching. Internal mechanisms, such as feedback from in-situ star formation, also contributing to the NSC formation, black holes, or variations in conditions during their formation, offer potential explanations for star formation suppression in these galaxies. These findings highlight the need for a significant revision in our understanding of baryonic physics, particularly concerning the formation and evolution of low-mass galaxies.","['Bahar Bidaran', 'Isabel Pérez', 'Laura Sánchez-Menguiano', 'María Argudo-Fernández', 'Anna Ferré-Mateu', 'Julio F. Navarro', 'Reynier F. Peletier', 'Tomás Ruiz-Lara', 'Glenn van de Ven', 'Simon Verley', 'Almudena Zurita', 'Salvador Duarte Puertas', 'Jesús Falcón-Barroso', 'Patricia Sánchez-Blázquez', 'Andoni Jiménez']",5.0,9.0,0.0,arxiv.org/pdf/2501.02910,Astrophysics of Galaxies,,,,['Galaxies: dwarf – Galaxies: evolution – Galaxies: star formation – large-scale structure of Universe 1'],2025-01-07
