title,lines
Gravitational wave oscillations in Multi-Proca dark energy models,"[""\\affiliation[a]{Centro Multidisciplinario de F\\'isica, Vicerrector\\'ia de Investigaci\\'on, Universidad Mayor,\\\\ Camino La Pir\\'amide 5750,  Huechuraba, 8580745, Santiago, Chile}"", ""\\affiliation[b]{Escuela de F\\'{\\i}sica, Universidad Industrial de Santander,\\\\  Ciudad Universitaria, Bucaramanga 680002, Colombia}"", '\\affiliation[c]{ICRANet, Piazza della Repubblica 10, 65122, Pescara PE, Italy}', 'However, recent joint analyses combining Baryon Acoustic Oscillation (BAO) measurements from the Dark Energy Spectroscopic Instrument (DESI) Data Release~2 \\cite{DESI:2025fii}, cosmic microwave background (CMB) observations from \\textit{Planck} \\cite{Planck:2018vyg}, and Type~Ia supernova samples \\cite{Scolnic:2021amr,Brout:2022vxf,DES:2024jxu} have provided increasing evidence that the dark energy component may evolve with time at low redshift \\cite{DESI:2025zgx}. These indications add to existing tensions within the standard cosmological model, including the persistent $H_0$ tension \\cite{Riess:2021jrx,Knox:2019rjx} and the long-standing $\\sigma_8$ tension related to the amplitude of matter fluctuations \\cite{Macaulay:2013swa,Battye:2014qga,Alam:2016hwk,Abbott:2017wau}.']"
Constraints on the Population of Common Sources of Gravitational Waves and High-Energy Neutrinos with IceCube During the Third Observing Run of the LIGO and Virgo Detectors,[]
GRIP: a generic data reduction package for nulling interferometry,"['$^a$Institute of Astronomy, KU Leuven, Celestijnenlaan 200D, 3001 Leuven, Belgium;', '$^b$Department of Astronomy and Steward Observatory, 933 North Cherry Ave, Tucson, AZ 89 85721, USA;', '$^c$Large Binocular Telescope Observatory, 933 North Cherry Ave, Tucson, AZ 85721, USA;', '$^d$Space sciences, Technologies \\& Astrophysics Research (STAR) Institute, University of Li\\`ege, Li\\`ege, Belgium;', '$^e$Sydney Institute for Astronomy, School of Physics, Physics Road, University of Sydney, NSW 2006, Australia;', '$^f$Jet Propulsion Laboratory, California Institute of Technology (United States).']"
Numerical Relativity Simulations of Dark Matter Admixed Binary Neutron Stars,"['\\newcommand{\\affilcoimbra}{CFisUC, Department of Physics, University of Coimbra, Rua Larga P-3004-516, Coimbra, Portugal}', '\\newcommand{\\affilaei}{Max Planck Institute for Gravitational Physics (Albert Einstein Institute), Am Mühlenberg 1, Potsdam 14476, Germany}', '\\newcommand{\\affilpotsdam}{Institut für Physik und Astronomie, Universität Potsdam, Haus 28, Karl-Liebknecht-Str. 24-25, Potsdam, Germany}', ""\\newcommand{\\affilcentra}{CENTRA, Departamento de F\\'{\\i}sica, Instituto Superior T\\'ecnico -- IST, Universidade de Lisboa -- UL, Avenida Rovisco Pais 1, 1049-001 Lisboa, Portugal}"", '\\newcommand{\\affilflorida}{Department of Physics, Florida Atlantic University, Boca Raton, FL 33431, USA}', '\\newcommand{\\affilsoton}{Mathematical Sciences and STAG Research Centre, University of Southampton, Southampton SO17 1BJ, United Kingdom}']"
Coupled atmospHere Interior modeL Intercomparison (CHILI) Protocol Version 1.0: A CUISINES Intercomparison Project of Magma Ocean Models,[]
Planet Migration in Protoplanetary Disks with Rims,[]
Strange Matter,[]
High spectral resolution observations of Uranus' near-IR thermospheric $H_2$ emission spectrum using the IGRINS spectrograph during the 2018 and 2023 apparition,[]
Super Resolved Imaging with Adaptive Optics,[]
Detailed Chemical Abundance Analysis of Metal-Poor Turn-Off Stars: One with [Fe/H] < -4 and Three with [Fe/H] < -4,"['University of Technology, 5-23-22 Kamata, Ota-ku, Tokyo 144-8535, Japan}', 'Japan}', ""\\altaffiltext{3}{ LIRA, Observatoire de Paris, Universit{\\'e} PSL, Sorbonne Universit{\\'e}, Universit{\\'e} Paris CitUniversit{\\'e}, CY Cergy Paris Universit{\\'e}, CNRS,75014 Paris, France"", ""\\altaffiltext{4}{UPJV, Universit\\'e de Picardie Jules Verne, 33 rue St Leu, 80080 Amiens, France }"", '\\altaffiltext{5}{Department of Astronomy, Faculty of Science, Tohoku University, Sendai, Miyagi 980-8578, Japan}', ""\\altaffiltext{6}{ LIRA, Observatoire de Paris, Universit{\\'e} PSL, Sorbonne Universit{\\'e}, Universit{\\'e} Paris CitUniversit{\\'e}, CY Cergy Paris Universit{\\'e}, CNRS,92195 Meudon, France}"", '\\altaffiltext{7}{National Observatory of Japan, Mitaka, Tokyo, Japan}']"
The Distribution of Quenched Galaxies in the Massive z = 0.87 Galaxy Cluster El Gordo,[]
Citizen CATE 2024: Extending Totality During the 8 April 2024 Total Solar Eclipse with a Distributed Network of Community Participants,[]
Cosmology of axion dark energy in supersymmetric models and constraints on high scale parameters,[]
Oscillations and parity violation in gravitational wave background from extra tensor modes,"[""{\\small \\textit{$^1$Departament de F\\'{i}sica Qu\\`{a}ntica i Astrof\\'{i}sica, i Institut de Ci\\`encies del Cosmos, Universitat de Barcelona, Mart\\'{i} i Franqu\\`{e}s 1, 08028 Barcelona, Spain"", '{\\small \\textit{$^3$ Department of Physics and Astronomy, University of Oklahoma, Norman, OK 73019, USA', '{\\small \\textit{$^{4}$Kavli Institute for the Physics and Mathematics of the Universe (WPI), The University of Tokyo, \\\\ Chiba 277-8583, Japan}}\\\\', 'Center for Gravitational Physics and Quantum Information, Yukawa Institute for Theoretical Physics, \\\\ Kyoto University, Kyoto 606-8502, Japan}}\\\\', '{\\small \\textit{$^{7}$Leung Center for Cosmology and Particle Astrophysics, National Taiwan University, \\\\ Taipei 10617, Taiwan}}\\\\']"
Policy-Based Radiative Transfer: Solving the $2$-Level Atom Non-LTE Problem using Soft Actor-Critic Reinforcement Learning,"['$^{1}$University of Applied Sciences and Arts Northwestern Switzerland (FHNW), Bahnhofstrasse 6, 5210 Windisch, Switzerland\\\\', '$^{2}$Institute for Solar Physics (KIS), Georges-K\\""{o}hler-Allee 401a, 79110 Freiburg, Germany}']"
EP 250108a/SN 2025kg: Observations of the most nearby Broad-Line Type Ic Supernova following an Einstein Probe Fast X-ray Transient,"['\\newcommand{\\NU}{\\affiliation{Center for Interdisciplinary Exploration and Research in Astrophysics (CIERA) and Department of Physics and Astronomy, Northwestern University, Evanston, IL 60208, USA}}', '\\newcommand{\\Radboud}{\\affiliation{Department of Astrophysics/IMAPP, Radboud University, 6525 AJ Nijmegen, The Netherlands}}', '\\newcommand{\\Radboud}{\\affiliation{Department of Astrophysics/IMAPP, Radboud University, 6525 AJ Nijmegen, The Netherlands}}', '\\newcommand{\\Leicester}{\\affiliation{School of Physics and Astronomy, University of Leicester, University Road, Leicester, LE1 7RH, UK}}', '\\newcommand{\\LANL}{\\affiliation{Center for Nonlinear Studies, Los Alamos National Laboratory, Los Alamos, NM 87545 USA}}', '\\newcommand{\\ESA}{\\affiliation{European Space Agency (ESA), European Space Astronomy Centre (ESAC), Camino Bajo del Castillo s/n, 28692 Villanueva de la Cañada, Madrid, Spain}}', '\\newcommand{\\INAFbologna}{\\affiliation{INAF–Osservatorio di Astroﬁsica e Scienza dello Spazio, via Piero Gobetti 93/3, I-40129 Bologna, Italy}}', '\\newcommand{\\INAFRoma}{\\affiliation{INAF–Osservatorio Astronomico di Roma, via Frascati 33, I-00040 Monte Porzio Catone, Italy}}', '\\newcommand{\\Caltech}{\\affiliation{Department of Astronomy and Astrophysics, California Institute of Technology, Pasadena, CA 91125, USA}}', '\\newcommand{\\Birmingham}{\\affiliation{School of Physics and Astronomy, University of Birmingham, Birmingham B15 2TT, UK}}', '\\newcommand{\\IfAUH}{\\affiliation{Institute for Astronomy, University of Hawaii, 2680 Woodlawn Drive, Honolulu, HI 96822, USA}}', '\\newcommand{\\Oxford}{\\affiliation{Astrophysics sub-Department, Department of Physics, University of Oxford, Keble Road, Oxford, OX1 3RH, UK}}', '\\newcommand{\\Belfast}{\\affiliation{Astrophysics Research Centre, School of Mathematics and Physics, Queen’s University Belfast, BT7 1NN, UK}}']"
AppleCiDEr II: SpectraNet -- A Deep Learning Network for Spectroscopic Data,[]
Metallicity Gradients in Modern Cosmological Simulations II: The Role of Bursty Versus Smooth Feedback at High-Redshift,[]
Towards High-Resolution Orbitrap Mass Spectrometry for Next- Generation In-Situ Space Dust Analysis,[]
Application of time-series analysis methods to a multiple-sector TESS observations: the case of the radio-loud blazar 3C 371,[]
"Cislunar Mean-Motion Resonances: Definitions, Widths, and Comparisons with Resonant Satellites","['\\author{Anjali Rawat \\footnote{PhD Student, Aerospace and Ocean Engineering, Virginia Tech, Blacksburg, VA,  United States, anjalirawat@vt.edu}}', '\\author{Bhanu Kumar \\footnote{James Van Loo Postdoctoral Assistant Professor, Department of Mathematics, University of Michigan, Ann Arbor, MI, United States, bhkumar@umich.edu}\\footnote{NSF Postdoctoral Research Fellow, Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States}}', '\\author{Aaron J. Rosengren \\footnote{Assistant Professor, Mechanical and Aerospace Engineering, University of California San Diego, La Jolla, CA, United States,  arosengren@ucsd.edu}}', '\\author{Shane D. Ross \\footnote{Professor, Aerospace and Ocean Engineering, Virginia Tech, Blacksburg, VA, United States, sdross@vt.edu}}']"
Asteroseismic Study of Subgiants and Giants of the Open Cluster M67 using Kepler/K2: Expanded Sample and Precise Masses,"['$^{1}$School of Physics, University of New South Wales, NSW 2052, Australia\\\\', '$^{2}$Sydney Institute for Astronomy (SIfA), School of Physics, University of Sydney, NSW 2006, Australia\\\\', '$^{3}$Research School of Astronomy \\& Astrophysics, Australian National University, Canberra ACT 2611, Australia\\\\', '$^{4}$ Department of Physics and Kavli Institute for Astrophysics and Space Research, Massachusetts Institute of Technology, 77 Massachusetts Ave, Cambridge, \\\\ MA 02139, USA.\\\\', '$^{5}$Institute for Astronomy, University of Hawaii, 2680 Woodlawn Drive, Honolulu, HI 96822, USA\\\\', '$^{6}$INAF – Osservatorio Astrofisico di Catania, Via S. Sofia, 78, 95123 Catania, Italy\\\\', '$^{7}$Department of Astronomy, San Diego State University, San Diego, CA 92182, USA\\\\', '$^{8}$Department of Astronomy, University of Wisconsin-Madison, 475 North Charter Street, Madison, WI 53706, USA\\\\']"
The Backup Program of the Dark Energy Spectroscopic Instrument's Milky Way Survey,"['\\affiliation{NSF NOIRLab, 950 N. Cherry Avenue, Tucson, AZ 85719, USA}', '\\affiliation{Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK}', '\\affiliation{Institute of Astronomy, University of Cambridge, Madingley Rd, Cambridge CB3 0HA, UK}', '\\affiliation{NSF NOIRLab, 950 N. Cherry Avenue, Tucson, AZ 85719, USA}', '\\affiliation{Institute of Astronomy and Department of Physics, National Tsing Hua University, Hsinchu 30013, Taiwan}', '\\affiliation{Center for Informatics and Computation in Astronomy, National Tsing Hua University, Hsinchu 30013, Taiwan}', '\\affiliation{Department of Physics, University of Warwick, Coventry, CV4 7AL, UK}', '\\affil{Department of Physics and Astronomy, University of Wyoming, Laramie, WY 82071, USA}', '\\affiliation{Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA 94720, USA}', '\\affiliation{Center for Astrophysics $|$ Harvard \\& Smithsonian, 60 Garden St., Cambridge MA 02138 USA}', '\\affiliation{Space Telescope Science Institute, 3700 San Martin Drive, Baltimore, MD 21218, USA}', ""\\affiliation{Instituto de Astrof\\'{i}sica de Canarias, C/ Vía L\\'{a}ctea, s/n, 38205 San Crist\\'{o}bal de La Laguna, Santa Cruz de Tenerife, Spain}"", '\\affiliation{Steward Observatory and Department of Astronomy,\\\\University of Arizona, 933 N. Cherry Ave., Tucson, AZ 85721, USA}', '\\affiliation{Department of Astronomy and Astrophysics, University of Toronto, 50 St. George Street, Toronto ON, M5S 3H4, Canada}', '\\affiliation{Department of Astronomy, University of Michigan, Ann Arbor, MI 48109, USA}', '\\affiliation{NSF NOIRLab, 950 N. Cherry Avenue, Tucson, AZ 85719, USA}', '\\affiliation{Department of Astronomy \\& Astrophysics, University of California, Santa Cruz, 1156 High Street, Santa Cruz, CA 95064, USA}', '\\affiliation{Department of Astronomy, School of Physics and Astronomy, Shanghai Jiao Tong University, Shanghai 200240, China}', '\\affiliation{Shanghai Key Laboratory for Particle Physics and Cosmology, Shanghai 200240, China}', '\\affiliation{State Key Laboratory of Dark Matter Physics, School of Physics and Astronomy,Shanghai Jiao Tong University, Shanghai 200240, China}', ""\\affiliation{Instituto de Astrof\\'isica de Canarias, E-38205 La Laguna, Tenerife, Spain \\and Universidad de La Laguna, Dpto. Astrofísica, E-38206 La Laguna, Tenerife, Spain}"", ""\\affiliation{Department of Astronomy, School of Physics and Astronomy, and Shanghai Key Laboratory for Particle Physics and Cosmology, Shanghai Jiao Tong University, Shanghai 200240, People's Republic of China}"", '\\affiliation{Institute for Computational Cosmology, Department of Physics, Durham University, South Road, Durham DH1 3LE, UK}', '\\affiliation{Institute of Astronomy and Department of Physics, National Tsing Hua University, Hsinchu 30013, Taiwan, Center for Informatics and Computation in Astronomy, National Tsing Hua University, Hsinchu 30013, Taiwan}', '\\affiliation{Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA 94720, USA}', '\\affiliation{Department of Physics, Boston University, 590 Commonwealth Avenue, Boston, MA 02215 USA}', '\\affiliation{Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA 94720, USA}', ""\\affiliation{Dipartimento di Fisica ``Aldo Pontremoli'', Universit\\`a degli Studi di Milano, Via Celoria 16, I-20133 Milano, Italy}"", '\\affiliation{INAF-Osservatorio Astronomico di Brera, Via Brera 28, 20122 Milano, Italy}', '\\affiliation{Department of Physics \\& Astronomy, University College London, Gower Street, London, WC1E 6BT, UK}', '\\affiliation{Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA 94720, USA}', '\\affiliation{Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA 94720, USA}', '\\affiliation{Department of Astronomy, San Diego State University, 5500 Campanile Drive, San Diego, CA 92182, USA}', '\\affiliation{NSF NOIRLab, 950 N. Cherry Ave., Tucson, AZ 85719, USA}', '\\affiliation{Department of Astronomy \\& Astrophysics, University of Toronto, Toronto, ON M5S 3H4, Canada}', ""\\affiliation{Department of Physics \\& Astronomy and Pittsburgh Particle Physics, Astrophysics, and Cosmology Center (PITT PACC), University of Pittsburgh, 3941 O'Hara Street, Pittsburgh, PA 15260, USA}""]"
The magnetic and spin-down properties of slowly rotating fully convective M dwarfs,"['$^{1}$School of Physics \\& Astronomy, University of Birmingham, Edgbaston, Birmingham B15 2TT, UK\\\\', '$^{2}$European Space Agency (ESA), European Space Research and Technology Centre (ESTEC), Keplerlaan 1, 2201 AZ Noordwijk, The Netherlands\\\\', '$^{2}$European Space Agency (ESA), European Space Research and Technology Centre (ESTEC), Keplerlaan 1, 2201 AZ Noordwijk, The Netherlands\\\\', ""$^{3}$Universit\\'e Paris-Saclay, Universit\\'e Paris Cit\\'e, CEA, CNRS, AIM, 91191, Gif-sur-Yvette, France\\\\"", '$^{4}$Department of Astronomy, University of Geneva, Chemin Pegasi 51, 1290 Versoix, Switzerland\\\\', '$^{5}$Leiden Observatory, Leiden University, PO Box 9513, 2300 RA Leiden, The Netherlands\\\\', '$^{5}$Leiden Observatory, Leiden University, PO Box 9513, 2300 RA Leiden, The Netherlands\\\\', ""$^{6}$IRAP, Universit\\'e de Toulouse, CNRS/UMR 5277, UPS-OMP, 14 Avenue E. Belin, Toulouse F-31400 France\\\\"", '$^{7}$University of Vienna, Department of Astrophysics, Turkenschanzstrasse 17, 1180 Vienna, Austria\\\\', '$^{8}$Centre for Astrophysics, University of Southern Queensland, Toowoomba, QLD 4350, Australia\\\\', '$^{9}$School of Access Education, Central Queensland University, Cairns, QLD 4870, Australia\\\\', '$^{10}$Physics Department, United Arab Emirates University, P.O. Box 15551, Al-Ain, United Arab Emirates\\\\', '$^{11}$Tartu Observatory, University of Tartu, Observatooriumi 1, T\\~oravere, 61602, Estonia\\\\', '$^{12}$SUPA, School of Physics and Astronomy, University of St Andrews, North Haugh, St Andrews KY16 9SS, UK\\\\', '$^{13}$Th\\""uringer Landessternwarte Tautenburg, Sternwarte 5, D-07778 Tautenburg, Germany\\\\', '$^{14}$Department of Physics, University of Oxford, OX1 3RH, Oxford, UK\\\\', '$^{15}$Homer L. Dodge Department of Physics and Astronomy, University of Oklahoma, Norman, OK 73019, USA\\\\', ""$^{16}$Laboratoire Univers et Particules de Montpellier, Universit\\'e de Montpellier, CNRS, F-34095, Montpellier, France\\\\"", '$^{17}$School of Mathematics and Physics, University of Queensland, St Lucia, QLD 4072, Australia']"
First Resolution of a Main Sequence G-Star Astrosphere Using Chandra,[]
Estimating the Local Hubble Parameter from the Thermal Evolution of Earth and Mars,[]
ExoplaNeT accRetion mOnitoring sPectroscopic surveY (ENTROPY) - II. Time series of Balmer line profiles of Delorme 1(AB)b,[]
Star formation efficiency and scaling relations in parsec-scale cluster-forming clumps,[]
Signal Model and Energy Reconstruction for the Radio Detection of Inclined Air Showers in the 50-200 MHz Frequency Band,[]
3C 403: a candidate neutrino-emitting radio galaxy,"['\\author[b]{Angela Malizia}', '\\author[a]{Francesca Panessa}', '\\affiliation[a]{INAF -- Istituto di Astrofisica e Planetologia Spaziali,\\\\ via del Fosso del Cavaliere 100, Roma, 00133, Italy}', '\\affiliation[b]{INAF -- Osservatorio di Astroﬁsica e Scienza dello Spazio,\\\\ Via Piero Gobetti 93/3, I-40129 Bologna, Italy}', 'E-46980, Paterna, Spain}', '\\affiliation[d]{INAF -- Istituto di Astrofisica Spaziale e Fisica cosmica,\\\\ via Corti 12, I-20133 Milano, Italy}', '\\affiliation{INAF -- Istituto di Astrofisica e Planetologia Spaziali,\\\\ via del Fosso del Cavaliere 100, Roma, 00133, Italy}', '\\affiliation{INAF -- Istituto di Astrofisica e Planetologia Spaziali,\\\\ via del Fosso del Cavaliere 100, Roma, 00133, Italy}', ""\\affiliation[e]{Universit\\'e Paris Cit\\'e, CNRS, Astroparticule et Cosmologie,\\\\ F-75013 Paris, France}"", '\\affiliation[f]{INFN, Sezione di Bologna,\\\\ v.le C. Berti-Pichat, 6/2, Bologna, 40127 Italy}']"
"CANUCS/Technicolor Data Release 1: Imaging, Photometry, Slit Spectroscopy, and Stellar Population Parameters","[""\\title{CANUCS\\footnote{The public release of the CANUCS dataset is dedicated to the memory of John Hutchings, whose decades of work enabled Canada's involvement in JWST and the creation of this dataset.}/Technicolor Data Release 1: Imaging, Photometry, Slit Spectroscopy, and Stellar Population Parameters}"", '\\affiliation{Department of Physics and Astronomy, York University, 4700 Keele St., Toronto, Ontario, M3J 1P3, Canada}', ""\\affiliation{Department of Astronomy and Physics and Institute for Computational Astrophysics, Saint Mary's University, 923 Robie Street, Halifax, Nova Scotia B3H 3C3, Canada}"", '\\affiliation{Department of Astronomy, Kyoto University, Sakyo-ku, Kyoto 606-8502, Japan}', '\\affiliation{Waseda Research Institute for Science and Engineering, Faculty of Science and Engineering, Waseda University, 3-4-1 Okubo, Shinjuku, Tokyo 169-8555, Japan}', '\\affiliation{NRC Herzberg, 5071 West Saanich Rd, Victoria, BC V9E 2E7, Canada}', ""\\affiliation{Department of Astronomy and Physics and Institute for Computational Astrophysics, Saint Mary's University, 923 Robie Street, Halifax, Nova Scotia B3H 3C3, Canada}"", '\\affiliation{University of Ljubljana, Faculty of Mathematics and Physics, Jadranska ulica 19, SI-1000 Ljubljana, Slovenia}', '\\affiliation{NRC Herzberg, 5071 West Saanich Rd, Victoria, BC V9E 2E7, Canada}', '\\affiliation{Columbia Astrophysics Laboratory, Columbia University, 550 West 120th Street, New York, NY 10027, USA}', '\\affiliation{Dunlap Institute for Astronomy and Astrophysics, 50 St. George Street, Toronto, Ontario M5S 3H4, Canada}', ""\\affiliation{Department of Astronomy and Physics and Institute for Computational Astrophysics, Saint Mary's University, 923 Robie Street, Halifax, Nova Scotia B3H 3C3, Canada}"", '\\affiliation{Space Telescope Science Institute, 3700 San Martin Drive, Baltimore, MD 21218, USA}', '\\affiliation{Department of Physics and Astronomy, York University, 4700 Keele St., Toronto, Ontario, M3J 1P3, Canada}', ""\\affiliation{Department of Astronomy and Physics and Institute for Computational Astrophysics, Saint Mary's University, 923 Robie Street, Halifax, Nova Scotia B3H 3C3, Canada}"", '\\affiliation{Cosmic Dawn Center (DAWN), Denmark}', '\\affiliation{Niels Bohr Institute, University of Copenhagen, Jagtvej 128, DK-2200 Copenhagen N, Denmark}', ""\\affiliation{Department of Astronomy and Physics and Institute for Computational Astrophysics, Saint Mary's University, 923 Robie Street, Halifax, Nova Scotia B3H 3C3, Canada}"", '\\affiliation{Kapteyn Astronomical Institute, University of Groningen, P.O. Box 800, 9700AV Groningen, The Netherlands}', '\\affiliation{Kapteyn Astronomical Institute, University of Groningen, P.O. Box 800, 9700AV Groningen, The Netherlands}', '\\affiliation{University of Ljubljana, Faculty of Mathematics and Physics, Jadranska ulica 19, SI-1000 Ljubljana, Slovenia}', ""\\affiliation{Department of Astronomy and Physics and Institute for Computational Astrophysics, Saint Mary's University, 923 Robie Street, Halifax, Nova Scotia B3H 3C3, Canada}"", '\\affiliation{David A. Dunlap Department of Astronomy and Astrophysics, University of Toronto, 50 St. George Street, Toronto, Ontario, M5S 3H4, Canada}', '\\affiliation{University of Ljubljana, Faculty of Mathematics and Physics, Jadranska ulica 19, SI-1000 Ljubljana, Slovenia}', '\\affiliation{Department of Physics and Astronomy, University of California Davis, 1 Shields Avenue, Davis, CA 95616, USA}', '\\affiliation{Département de Physique and Observatoire du Mont-Mégantic, Université de Montréal, C.P. 6128, Succ. Centre-ville, Montréal, H3C 3J7, Québec, Canada}', '\\affiliation{Institut de Recherche sur les exoplanètes, Université de Montréal, Québec, Canada}', '\\affiliation{David A. Dunlap Department of Astronomy and Astrophysics, University of Toronto, 50 St. George Street, Toronto, Ontario, M5S 3H4, Canada}', '\\affiliation{David A. Dunlap Department of Astronomy and Astrophysics, University of Toronto, 50 St. George Street, Toronto, Ontario, M5S 3H4, Canada}', '\\affiliation{Dunlap Institute for Astronomy \\& Astrophysics, University of Toronto, 50 St. George Street, Toronto, ON M5S 3H4, Canada}', '\\affiliation{Data Sciences Institute, University of Toronto, 17th Floor, Ontario Power Building, 700 University Avenue, Toronto, ON M5G 1Z5, Canada}', '\\affiliation{Department of Physics and Astronomy, York University, 4700 Keele St., Toronto, Ontario, M3J 1P3, Canada}', ""\\affiliation{Department of Astronomy and Physics and Institute for Computational Astrophysics, Saint Mary's University, 923 Robie Street, Halifax, Nova Scotia B3H 3C3, Canada}"", ""\\affiliation{Department of Astronomy and Physics and Institute for Computational Astrophysics, Saint Mary's University, 923 Robie Street, Halifax, Nova Scotia B3H 3C3, Canada}"", '\\affiliation{University of Ljubljana, Faculty of Mathematics and Physics, Jadranska ulica 19, SI-1000 Ljubljana, Slovenia}', '\\affiliation{Department of Physics and Astronomy, University of California Davis, One Shields Avenue, Davis, CA, 95616, USA}', ""\\affiliation{Department of Astronomy and Physics and Institute for Computational Astrophysics, Saint Mary's University, 923 Robie Street, Halifax, Nova Scotia B3H 3C3, Canada}""]"
Dark Matter-Dark Radiation Interactions and the Hubble Tension,[]
A high-dynamic-range view of the growth of structure and the warm/hot Universe,[]
Why the Northern Hemisphere Needs a 30-40 m Telescope and the Science at Stake. How do Planetary Systems Form?,[]
3D MHD simulations of coronal loops heated via magnetic braiding I. Continuous driving,[]
SN 2023uqf: An Interacting Supernova Coincident with a High-Energy Neutrino,[]
A Cost-Effective Search for Extraterrestrial Probes in the Solar System,[]
The slope and scatter of the star forming main sequence at z~5 : reconciling observations with simulations,[]
"Contact binary asteroid (153201) 2000 WO107: rotation, shape model, and density",[]
Stereovision Image Processing for Planetary Navigation Maps with Semi-Global Matching and Superpixel Segmentation,[]
Galaxy rotation curve based on RGB stars from the Gaia DR3 catalogue,[]
Mass of particles released by comet 12P/Pons-Brooks during 2023-2024 outbursts,"['$^{1}$Faculty of Science, University of Helsinki, Gustaf Hallströmin katu 2, FI-00014 Helsinki, Finland\\\\', '$^{2}$Swedish Institute of Space Physics (IRF), Bengt Hultqvists väg 1, 981 92 Kiruna, Sweden\\\\', ""$^{4}$University of Rzesz\\'ow, Faculty of Exact and Technical Sciences, Institute of Physics, Pigonia 1 Street, 35-310 Rzesz\\'ow, Poland\\\\"", '$^{5}$Instituto de Astrofísica de Andalucía (IAA-CSIC), Glorieta de la Astronomía s/n, E-18008, Granada, Spain\\\\', ""$^{6}$Ingeniería de Sistemas y Autom\\'atica, Universidad de M\\'alaga, Unidad Asociada al CSIC por el IAA, Escuela de Ingenier\\'ias Industriales,\\\\ Arquitecto Francisco Pe\\~nalosa, 6, Campanillas, 29071 M\\'alaga, Spain"", '\\caption{Outbursts of comet 12P/Pons-Brooks with a visible coma surrounding its nucleus. Both images were obtained remotely using a T21 0.43-m f/4.5 Corrected Dall-Kirkham astrograph and CCD camera at the iTelescope observatory (U94) in the Great Basin Desert, Beryl Junction, Utah, USA. The total brightness, nuclear brightness, and coma diameter were estimated separately for each date:', 'Astronomical observations of comet 12P during its latest return, spanning from the initial signs of activity on June 13, 2023, to April 2024, covered heliocentric distances ranging from $4.26\\,$au to $0.85\\,$au, and revealed a total of 14 outbursts. After perihelion, two more outbursts were documented at heliocentric distances of $1.20\\,$au and $2.26\\,$au. The facilities used in early observations included the BOOTES (Burst Observer and Optical Transient Exploring System) — a Global Network of Robotic Astronomical Observatories \\citep{1999A&AS..138..583C, 2023NatAs...7.1136C}, the 0.3 m Viestikallio remote observatory in Finland, the remote 0.3 m Makroskooppi observatory in Spain, and remote telescopes at the iTelescope observatories in Utah and California \\citep{Prystavski2024,Trigo2024,Borderes2024,Gritsevich2025a}. The expansion rates triggered by the approximately 5-magnitude outburst on 2023-10-05.16 \\citep{Usher2023} were earlier reported based on these observations and the initiation time of the outburst \\citep{2023ATel16343....1R}. The complete list of instruments used for the observations in this study is presented in Tab.(\\ref{Table_0}). Sample images of comet 12P are shown in Figs. \\ref{F_0a} and \\ref{B_1}; see also  \\citep{Gritsevich2025b}.', 'Astronomical observations of comet 12P during its latest return, spanning from the initial signs of activity on June 13, 2023, to April 2024, covered heliocentric distances ranging from $4.26\\,$au to $0.85\\,$au, and revealed a total of 14 outbursts. After perihelion, two more outbursts were documented at heliocentric distances of $1.20\\,$au and $2.26\\,$au. The facilities used in early observations included the BOOTES (Burst Observer and Optical Transient Exploring System) — a Global Network of Robotic Astronomical Observatories \\citep{1999A&AS..138..583C, 2023NatAs...7.1136C}, the 0.3 m Viestikallio remote observatory in Finland, the remote 0.3 m Makroskooppi observatory in Spain, and remote telescopes at the iTelescope observatories in Utah and California \\citep{Prystavski2024,Trigo2024,Borderes2024,Gritsevich2025a}. The expansion rates triggered by the approximately 5-magnitude outburst on 2023-10-05.16 \\citep{Usher2023} were earlier reported based on these observations and the initiation time of the outburst \\citep{2023ATel16343....1R}. The complete list of instruments used for the observations in this study is presented in Tab.(\\ref{Table_0}). Sample images of comet 12P are shown in Figs. \\ref{F_0a} and \\ref{B_1}; see also  \\citep{Gritsevich2025b}.', '\\caption{Color image of comet 12P/Pons-Brooks, showing the “dark lane” feature visible inside the coma, obtained on 2023 November $19.11\\,$UT. The image was captured remotely using a T68 0.28-m f/2.2 RASA astrograph and CMOS camera at the iTelescope observatory (U94) in the Great Basin Desert, Beryl Junction, Utah, USA. The estimated total magnitude is 8.7, with a coma diameter of 9.1 arcmin. A faint tail, approximately 17.7 arcmin in length, is visible at a position angle of 44$^{\\circ}$.}']"
