title,ads_bibcode,affiliations,total_citations,non_self_citations,status
On the discovery of meteoritic mineral Zolenskyite; The artificial origin should not be overlooked,2025arXiv251010817E,,0,0,success
Dual Band Receiver Design for the Black Hole Explorer (BHEX) Mission,2025arXiv251010789T,,0,0,success
Reconstruction of Energy of Ultra-High-Energy Cosmic Rays Registered with a Fluorescence Telescope: One Time Frame Might Be Enough,2025arXiv251010783Z,,0,0,success
Black Holes in the Shadow: The Missing High-Ionization Lines in the Earliest JWST AGNs,2025arXiv251010772Z,,1,0,success
First galaxy ultraviolet luminosity function limits on dark matter-proton scattering,2025arXiv251010757L,,0,0,success
The JWST-NIRCam View of Sagittarius C. III. The Extinction Curve,2025A&A...704A.130B,"Bravo Ferres, Lucía: Instituto de Astrofísica de Andalucía, CSIC, Glorieta de la Astronomía s/n, 18008, Granada, Spain;; Nogueras-Lara, Francisco: Instituto de Astrofísica de Andalucía, CSIC, Glorieta de la Astronomía s/n, 18008, Granada, Spain; European Southern Observatory, Garching, Germany;; Schödel, Rainer: Instituto de Astrofísica de Andalucía, CSIC, Glorieta de la Astronomía s/n, 18008, Granada, Spain;; Fedriani, Rubén: Instituto de Astrofísica de Andalucía, CSIC, Glorieta de la Astronomía s/n, 18008, Granada, Spain;; Ginsburg, Adam: Department of Astronomy, University of Florida, PO Box 112055, Gainesville, FL, 32611, USA;; Crowe, Samuel: Department of Astronomy, University of Virginia, Charlottesville, VA, 22904, USA;; Tan, Jonathan C.: Department of Astronomy, University of Virginia, Charlottesville, VA, 22904, USA; Department of Space, Earth &amp; Environment, Chalmers University of Technology, 412 93, Gothenburg, Sweden;; Andersen, Morten: European Southern Observatory, Garching, Germany;; Armstrong, Joseph: Department of Space, Earth &amp; Environment, Chalmers University of Technology, 412 93, Gothenburg, Sweden;; Cheng, Yu: National Astronomical Observatory of Japan, 2-21-1 Osawa, Mitaka, Tokyo, 181-8588, Japan;; Li, Zhi-Yun: Department of Astronomy, University of Virginia, Charlottesville, VA, 22904, USA;",0,0,success
State-Dependent X-ray Variability in Cygnus X-1: A 12-Year NuSTAR Timing Study of Accretion Flow Geometry,2025arXiv251010746D,,0,0,success
Selecting Clusters and Protoclusters via Stellar Mass Density: II. Application to HSC-SSP Observations,2025ApJ...992...53V,"Vicentin, Marcelo C.: Universidade de São Paulo, Instituto de Astronomia, Geofísica e Ciências Atmosféricas, Departamento de Astronomia, SP 05508-090, São Paulo, Brasil; Department of Astrophysical Sciences, Princeton University, Peyton Hall, Princeton, NJ 08544, USA; Sodré, Laerte, Jr.: Universidade de São Paulo, Instituto de Astronomia, Geofísica e Ciências Atmosféricas, Departamento de Astronomia, SP 05508-090, São Paulo, Brasil; Strauss, Michael A.: Department of Astrophysical Sciences, Princeton University, Peyton Hall, Princeton, NJ 08544, USA; de Lima, Erik V. R.: Universidade de São Paulo, Instituto de Astronomia, Geofísica e Ciências Atmosféricas, Departamento de Astronomia, SP 05508-090, São Paulo, Brasil; Araya-Araya, Pablo: Universidade de São Paulo, Instituto de Astronomia, Geofísica e Ciências Atmosféricas, Departamento de Astronomia, SP 05508-090, São Paulo, Brasil",1,0,success
Selecting Clusters and Protoclusters via Stellar Mass Density: I. Method and tests on Mock HSC-SSP catalogs,2025ApJ...992...52V,"Vicentin, Marcelo C.: Universidade de São Paulo, Instituto de Astronomia, Geofísica e Ciências Atmosféricas, Departamento de Astronomia, SP 05508-090, São Paulo, Brasil; Department of Astrophysical Sciences, Princeton University, Peyton Hall, Princeton, NJ 08544, USA; Araya-Araya, Pablo: Universidade de São Paulo, Instituto de Astronomia, Geofísica e Ciências Atmosféricas, Departamento de Astronomia, SP 05508-090, São Paulo, Brasil; Sodré, Laerte, Jr.: Universidade de São Paulo, Instituto de Astronomia, Geofísica e Ciências Atmosféricas, Departamento de Astronomia, SP 05508-090, São Paulo, Brasil; Strauss, Michael A.: Department of Astrophysical Sciences, Princeton University, Peyton Hall, Princeton, NJ 08544, USA",1,0,success
Investigation for binary characteristics of LS I+61303 with optical polarization,2025ApJ...995...74L,"Liu, Jiaxin: Department of Astronomy, School of Physics, Huazhong University of Science and Technology, Wuhan, Hubei 430074, People's Republic of China; Yuan, Haoyu: Department of Astronomy, School of Physics, Huazhong University of Science and Technology, Wuhan, Hubei 430074, People's Republic of China; Lei, Xiangli: Department of Astronomy, School of Physics, Huazhong University of Science and Technology, Wuhan, Hubei 430074, People's Republic of China; Xu, Wenlong: Department of Astronomy, School of Physics, Huazhong University of Science and Technology, Wuhan, Hubei 430074, People's Republic of China; Takata, Jumpei: Department of Astronomy, School of Physics, Huazhong University of Science and Technology, Wuhan, Hubei 430074, People's Republic of China; Lei, Weihua: Department of Astronomy, School of Physics, Huazhong University of Science and Technology, Wuhan, Hubei 430074, People's Republic of China",0,0,success
Primordial Black Holes from Primordial Voids,2025arXiv251011611J,,0,0,success
Deep Learning in Astrophysics,2025arXiv251010713T,,0,0,success
Coherence of Supermassive Black Hole Binary Demographics with the nHz Stochastic Gravitational Wave Background,2025arXiv251010548K,,0,0,success
The Green Bank Ammonia Survey: Data Release 2,2025arXiv251010607P,,0,0,success
Co-evolution of Nuclear Star Clusters and Massive Black Holes: Extreme Mass-Ratio Inspirals,2025arXiv251010821Z,,2,1,success
"Measuring the Evolution of Bulge, Disk and Colour Gradients in HST Observations of Galaxies with 3D Modelling",2025arXiv251011156W,,0,0,success
Image reconstruction with the JWST Interferometer,2025arXiv251010924C,,1,1,success
Survival of the accretion disk in LMC Recurrent Nova 1968-12a: UV--X-ray case study of the 2024 eruption,2025ApJ...994..229B,"Basu, Judhajeet: Indian Institute of Astrophysics, II Block, Koramangala, Bengaluru 560034, India; Pondicherry University, R.V. Nagar, Kalapet, Pondicherry 605014, India; Anupama, G. C.: Indian Institute of Astrophysics, II Block, Koramangala, Bengaluru 560034, India; Ness, Jan-Uwe: European Space Agency, European Space Astronomy Centre, E-28692 Madrid, Spain; Singh, Kulinder Pal: Department of Physical Sciences, Indian Institute of Science Education and Research Mohali, 140306, Punjab, India; Barway, Sudhanshu: Indian Institute of Astrophysics, II Block, Koramangala, Bengaluru 560034, India; Chamoli, Shatakshi: Indian Institute of Astrophysics, II Block, Koramangala, Bengaluru 560034, India; Pondicherry University, R.V. Nagar, Kalapet, Pondicherry 605014, India",0,0,success
Reanalysis of the eclipses of LHS 1140 c: No evidence of an atmosphere and implications for the internal structure of the planet,2025arXiv251011397R,,0,0,success
Observational study of chromospheric jets in and around a sunspot observed by NVST and SDO,2025ApJ...993..171W,"Wu, Guotang: Yunnan Observatories, Chinese Academy of Sciences, Kunming 650216, People's Republic of China; University of Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Yan, Xiaoli: Yunnan Observatories, Chinese Academy of Sciences, Kunming 650216, People's Republic of China; Yunnan Key Laboratory of Solar Physics and Space Science, Kunming 650216, People's Republic of China; Xue, Zhike: Yunnan Observatories, Chinese Academy of Sciences, Kunming 650216, People's Republic of China; Yunnan Key Laboratory of Solar Physics and Space Science, Kunming 650216, People's Republic of China; Wang, Jincheng: Yunnan Observatories, Chinese Academy of Sciences, Kunming 650216, People's Republic of China; Yunnan Key Laboratory of Solar Physics and Space Science, Kunming 650216, People's Republic of China; Xu, Zhe: Yunnan Observatories, Chinese Academy of Sciences, Kunming 650216, People's Republic of China; Yunnan Key Laboratory of Solar Physics and Space Science, Kunming 650216, People's Republic of China; Yang, Liheng: Yunnan Observatories, Chinese Academy of Sciences, Kunming 650216, People's Republic of China; Yunnan Key Laboratory of Solar Physics and Space Science, Kunming 650216, People's Republic of China; Zhou, Yian: Yunnan Observatories, Chinese Academy of Sciences, Kunming 650216, People's Republic of China; Yang, Liping: School of Physics, Electrical and Energy Engineering, Chuxiong Normal University, Chuxiong 675000, People's Republic of China; Zhang, Xinsheng: Yunnan Observatories, Chinese Academy of Sciences, Kunming 650216, People's Republic of China; University of Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Dong, Qifan: Yunnan Observatories, Chinese Academy of Sciences, Kunming 650216, People's Republic of China; University of Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Wu, Zongyin: Yunnan Observatories, Chinese Academy of Sciences, Kunming 650216, People's Republic of China; University of Chinese Academy of Sciences, Beijing 100049, People's Republic of China",0,0,success
"Probing spectral variability in NGC 4490 ULX-8 over 24 years of XMM-Newton, Chandra and Swift-XRT observations",2025arXiv251011415V,,0,0,success
Feeding the dead: neutral gas inflow with suppressed star formation in a long-quenched ancient massive galaxy at z~2.7 observed with JWST/NIRSpec,2025arXiv251011455B,,0,0,success
Proton-rich production of lanthanides: the νi process,2025arXiv251011467W,,0,0,success
A Metal-Rich Atmosphere with a Super-Solar C/O Ratio for the Extreme Ultra-Hot Jupiter WASP-178b,2025arXiv251011479S,,2,1,success
Unveil A Peculiar Light Curve Pattern of Magnetar Burst with GECAM observations of SGR J1935+2154,2025ApJ...993...24W,"Wang, Yue: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; University of Chinese Academy of Sciences, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Wang, Chen-Wei: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; University of Chinese Academy of Sciences, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Xiong, Shao-Lin: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Xiao, Shuo: Guizhou Provincial Key Laboratory of Radio Astronomy and Data Processing, Guizhou Normal University, Guiyang 550001, People's Republic of China; School of Physics and Electronic Science, Guizhou Normal University, Guiyang 550001, People's Republic of China; Zhang, Yan-Qiu: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; University of Chinese Academy of Sciences, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Xie, Sheng-Lun: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Institute of Astrophysics, Central China Normal University, Wuhan 430079, People's Republic of China; Lin, Lin: Department of Astronomy, Beijing Normal University, Beijing 100875, People's Republic of China; Yang, Yuan-Pei: South-Western Institute for Astronomy Research, Yunnan University, Kunming 650500, People's Republic of China; Guo, Hao-Xuan: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Department of Nuclear Science and Technology, School of Energy and Power Engineering, Xi'an Jiaotong University, Xi'an, People's Republic of China; Cai, Ce: College of Physics and Hebei Key Laboratory of Photophysics Research and Application, Hebei Normal University, Shijiazhuang, Hebei 050024, People's Republic of China; Huang, Yue: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Li, Cheng-Kui: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Li, Bing: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Li, Xiao-Bo: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Liu, Jia-Cong: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; University of Chinese Academy of Sciences, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Ma, Xiang: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; University of Chinese Academy of Sciences, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Song, Li-Ming: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; University of Chinese Academy of Sciences, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Tan, Wen-Jun: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; University of Chinese Academy of Sciences, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Wang, Ping: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Xue, Wang-Chen: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; University of Chinese Academy of Sciences, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Yi, Shu-Xu: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Yu, Yun-Wei: Institute of Astrophysics, Central China Normal University, Wuhan 430079, People's Republic of China; Yu, Zheng-Hang: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; University of Chinese Academy of Sciences, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Zhang, Jin-Peng: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; University of Chinese Academy of Sciences, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Zhang, Peng: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; College of Electronic and Information Engineering, Tongji University, Shanghai 201804, People's Republic of China; Zhang, Shuang-Nan: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; University of Chinese Academy of Sciences, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Zhang, Wen-Long: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; School of Physics and Physical Engineering, Qufu Normal University, Qufu 273165, People's Republic of China; Zhang, Zhen: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Zhao, Xiao-Yun: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Zheng, Chao: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; University of Chinese Academy of Sciences, Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Zheng, Shi-Jie: State Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China",1,1,success
The GAPS programme at TNG XYZ. A sub-Neptune suitable for atmospheric characterization in a multiplanet and mutually inclined system orbiting the bright K dwarf TOI-5789 (HIP 99452),2025arXiv251011490B,,0,0,success
MANGOS II: Five new giant planets orbiting low-mass stars,2025arXiv251011528D,,0,0,success
Second Discovery of GeV-TeV Connection from the Globular Cluster UKS 1,2025arXiv251011215S,,0,0,success
JWST/MIRI-MRS view of the metal-poor galaxy CGCG 007-025: the spatial location of PAHs and very highly ionized gas,2025arXiv251011581D,,0,0,success
Asteroseismic investigation of HD 140283: The Methuselah star,2025A&A...703A.232L,"Lundkvist, M. S.: Stellar Astrophysics Centre, Department of Physics and Astronomy, Aarhus University, 8000, Aarhus C, Denmark;; Larsen, J. R.: Stellar Astrophysics Centre, Department of Physics and Astronomy, Aarhus University, 8000, Aarhus C, Denmark;; Li, Y.: Institute for Astronomy, University of Hawai'i, Honolulu, HI, 96822, USA; Winther, M. L.: Stellar Astrophysics Centre, Department of Physics and Astronomy, Aarhus University, 8000, Aarhus C, Denmark;; Bedding, T. R.: Sydney Institute for Astronomy, School of Physics, University of Sydney, NSW, 2006, Australia;; Kjeldsen, H.: Stellar Astrophysics Centre, Department of Physics and Astronomy, Aarhus University, 8000, Aarhus C, Denmark; White, T. R.: Sydney Informatics Hub, Core Research Facilities, University of Sydney, NSW, 2006, Australia; Sydney Institute for Astronomy, School of Physics, University of Sydney, NSW, 2006, Australia;; Nielsen, M. B.: School of Physics and Astronomy, University of Birmingham, Birmingham, B15 2TT, UK; Buldgen, G.: STAR Institute, Université de Liège, Liège, Belgium;; Guillaume, C.: STAR Institute, Université de Liège, Liège, Belgium; Stokholm, A. L.: School of Physics and Astronomy, University of Birmingham, Birmingham, B15 2TT, UK;; Huber, D.: Institute for Astronomy, University of Hawai'i, Honolulu, HI, 96822, USA; Sydney Institute for Astronomy, School of Physics, University of Sydney, NSW, 2006, Australia; Rørsted, J. L.: Stellar Astrophysics Centre, Department of Physics and Astronomy, Aarhus University, 8000, Aarhus C, Denmark;; Mani, P.: Sydney Institute for Astronomy, School of Physics, University of Sydney, NSW, 2006, Australia;; Grundahl, F.: Stellar Astrophysics Centre, Department of Physics and Astronomy, Aarhus University, 8000, Aarhus C, Denmark;",0,0,success
NGTS-EB-8: A double-lined eclipsing M+M binary discovered by citizen scientists,2025AJ....170..316O,"O'Brien, Sean M.: Astrophysics Research Centre, School of Mathematics and Physics, Queen's University Belfast, Belfast, BT7 1NN, UK; Schwamb, Megan E.: Astrophysics Research Centre, School of Mathematics and Physics, Queen's University Belfast, Belfast, BT7 1NN, UK; Watson, Christopher A.: Astrophysics Research Centre, School of Mathematics and Physics, Queen's University Belfast, Belfast, BT7 1NN, UK; Nielsen, Louise D.: University Observatory Munich, Faculty of Physics, Ludwig-Maximilians-Universität München, Scheinerstr. 1, 81679, Munich, Germany; Bryant, Edward M.: Department of Physics, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Centre for Exoplanets and Habitability, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Mullard Space Science Laboratory, University College London, Holmbury St Mary, Dorking, Surrey, RH5 6NT, UK; Casewell, Sarah L.: School of Physics and Astronomy, University of Leicester, University Road, Leicester, LE1 7RH, UK; Burleigh, Matthew R.: School of Physics and Astronomy, University of Leicester, University Road, Leicester, LE1 7RH, UK; Fortson, Lucy: University of Minnesota, School of Physics and Astronomy, 116 Church Street SE, Minneapolis, MN 55455, USA; Gill, Samuel: Department of Physics, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Centre for Exoplanets and Habitability, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Lintott, Chris J.: Department of Physics, University of Oxford, Keble Road, Oxford OX1 3RH, UK; Hobbs, Katlyn L.: Astrophysics Research Centre, School of Mathematics and Physics, Queen's University Belfast, Belfast, BT7 1NN, UK; Apergis, Ioannis: Department of Physics, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Centre for Exoplanets and Habitability, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Bayliss, Daniel: Department of Physics, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Centre for Exoplanets and Habitability, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Fernández Fernández, Jorge: Department of Physics, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Centre for Exoplanets and Habitability, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Günther, Maximilian N.: European Space Agency (ESA), European Space Research and Technology Centre (ESTEC), Keplerlaan 1, 2201 AZ Noordwijk, The Netherlands; Hawthorn, Faith: Department of Physics, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Centre for Exoplanets and Habitability, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Jenkins, James S.: Instituto de Estudios Astrofísicos, Facultad de Ingeniería y Ciencias, Universidad Diego Portales, Av. Ejército Libertador 441, Santiago, Chile; Centro de Excelencia en Astrofísica y Tecnologías Afines (CATA), Camino El Observatorio 1515, Las Condes, Santiago, Chile; Kendall, Alicia: School of Physics and Astronomy, University of Leicester, University Road, Leicester, LE1 7RH, UK; McCormac, James: Department of Physics, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Centre for Exoplanets and Habitability, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; de Mooij, Ernst J. W.: Astrophysics Research Centre, School of Mathematics and Physics, Queen's University Belfast, Belfast, BT7 1NN, UK; Rodel, Toby: Astrophysics Research Centre, School of Mathematics and Physics, Queen's University Belfast, Belfast, BT7 1NN, UK; Saha, Suman: Instituto de Estudios Astrofísicos, Facultad de Ingeniería y Ciencias, Universidad Diego Portales, Av. Ejército Libertador 441, Santiago, Chile; Centro de Excelencia en Astrofísica y Tecnologías Afines (CATA), Camino El Observatorio 1515, Las Condes, Santiago, Chile; Trouille, Laura: Science Engagement Division, The Adler Planetarium, Chicago, IL 60605, USA; West, Richard G.: Department of Physics, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Centre for Exoplanets and Habitability, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Wheatley, Peter J.: Department of Physics, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Centre for Exoplanets and Habitability, University of Warwick, Gibbet Hill Road, Coventry CV4 7AL, UK; Agafitei, Marius Constantin: Planet Hunters NGTS Citizen Scientist; Apaydın, Deniz Rüzgar: Planet Hunters NGTS Citizen Scientist; Baeten, Elisabeth: Planet Hunters NGTS Citizen Scientist; Baller, Bruce: Planet Hunters NGTS Citizen Scientist; Carabott, Jeff: Planet Hunters NGTS Citizen Scientist; Chesson, Sallyann: Planet Hunters NGTS Citizen Scientist; Freigeiro, Sebastián Alejandro: Planet Hunters NGTS Citizen Scientist; Gonano, Virgilio: Planet Hunters NGTS Citizen Scientist; Hanke, Matthias: Planet Hunters NGTS Citizen Scientist; Hermes, Pete: Planet Hunters NGTS Citizen Scientist; Hildebrand, Avery: Planet Hunters NGTS Citizen Scientist; Langley, John S.: Planet Hunters NGTS Citizen Scientist; Lim, See Min: Planet Hunters NGTS Citizen Scientist; McCarthy, Leo Ryan: Planet Hunters NGTS Citizen Scientist; Mitchell, Graham: Planet Hunters NGTS Citizen Scientist; O'Neill, Ken: Planet Hunters NGTS Citizen Scientist; Pearson, Charles R.: Planet Hunters NGTS Citizen Scientist; Reket, Nolan: Planet Hunters NGTS Citizen Scientist; Riethmiller, Jeanne: Planet Hunters NGTS Citizen Scientist; Saeftel, Juergen: Planet Hunters NGTS Citizen Scientist; Sainio, Arttu: Planet Hunters NGTS Citizen Scientist; Steiner, Charlie: Planet Hunters NGTS Citizen Scientist; Strickland, Amanda: Planet Hunters NGTS Citizen Scientist; Tanner, Christopher: Planet Hunters NGTS Citizen Scientist; Terentev, Ivan A.: Planet Hunters NGTS Citizen Scientist; Tiu, Ernest Jude P.: Planet Hunters NGTS Citizen Scientist; Tumanov, Sergey Y.: Planet Hunters NGTS Citizen Scientist; Urszula, Marciniak: Planet Hunters NGTS Citizen Scientist; Vahlenkamp, Pia: Planet Hunters NGTS Citizen Scientist; de Vroome, Femke: Planet Hunters NGTS Citizen Scientist; Wantuch, Paweł: Planet Hunters NGTS Citizen Scientist; Woodruff, Timothy: Planet Hunters NGTS Citizen Scientist",0,0,success
Probing cosmic curvature with Alcock-Paczynski data,2025arXiv251011555G,,0,0,success
Characterizing planetary systems with SPIRou: questions about the magnetic cycle of 55 Cnc A and two new planets around B,2025arXiv251011523M,,0,0,success
Islands in Simulated Cosmos: Probing the Hubble Flow around Groups and Clusters,2025arXiv251011382B,,1,0,success
Lyα Intensity Mapping in HETDEX: Galaxy-Lyα Intensity Cross-Power Spectrum,2025arXiv251011427L,,0,0,success
Locating Centers of Clusters of Galaxies with Quadruple Images: Witt's Hyperbola and a New Figure of Merit,2025arXiv251011356H,,0,0,success
The chemodynamical memory of a major merger in a NIHAO-UHD Milky Way analogue I: A golden thread through time and space,2025arXiv251011284B,,3,0,success
PDRs4All XVII: Formation and excitation of HD in photodissociation regions. Application to the Orion Bar,2025arXiv251011248Z,,0,0,success
MSA-3D: Uncovering Weak AGNs and Resolved Outflows in Disguise in $z\sim1$ Star-Forming Galaxies,2025arXiv251011326R,,1,1,success
REBELS-IFU: Linking damped Lyman-$α$ absorption to [CII] emission and dust content in the EoR,2025arXiv251011351R,,3,1,success
Revisiting FRB 20121102A: milliarcsecond localisation and a decreasing dispersion measure,2025arXiv251011352S,,2,2,success
Variation of the disk thickness across ice bands: A method to determine ice abundances in highly inclined protoplanetary disks,2025arXiv251011359M,,0,0,success
"Rings around irregular bodies I. Structure of the resonance mesh, applications to Chariklo, Haumea and Quaoar",2025A&A...704A..23S,"Sicardy, B.: LTE, Observatoire de Paris, Université PSL, Sorbonne Université, Université de Lille, LNE, CNRS, 61 Avenue de l'Observatoire, 75014, Paris, France;; Salo, H.: Space Physics and Astronomy Research unit, University of Oulu, 90014, Oulu, Finland;; El Moutamid, M.: Southwest Research Institute, 1301 Walnut St, Suite 400, Boulder, CO 80302, Boulder, CO 80301, USA;; Renner, S.: LTE, Observatoire de Paris, Université PSL, Sorbonne Université, Université de Lille, LNE, CNRS, 61 Avenue de l'Observatoire, 75014, Paris, France;; Souami, D.: LIRA, CNRS UMR8254, Observatoire de Paris, Université PSL, Sorbonne Université, Université Paris Cité, CY Cergy Paris Université, Meudon, 92190, France; naXys, Department of Mathematics, University of Namur, Rue de Bruxelles 61, Namur, 5000, Belgium;",1,1,success
"Updated constraints on interacting dark energy: A comprehensive analysis using multiple CMB probes, DESI DR2, and supernovae observations",2025arXiv251011363L,,14,7,success
Electromagnetic Observables of Weakly Collisional Black Hole Accretion,2025ApJ...993L..33D,"Dhruv, Vedant: Department of Physics, University of Illinois, 1110 West Green St., Urbana, IL 61801, USA; Illinois Center for Advanced Study of the Universe, 1110 West Green Street, Urbana, IL 61801, USA; Prather, Ben: CCS-2, Los Alamos National Laborator, y, P.O. Box 1663, Los Alamos, NM 87545, USA; Chandra, Mani: nOhm Devices, Inc., Cambridge, MA, USA; Joshi, Abhishek V.: Department of Physics, University of Illinois, 1110 West Green St., Urbana, IL 61801, USA; Illinois Center for Advanced Study of the Universe, 1110 West Green Street, Urbana, IL 61801, USA; Gammie, Charles F.: Department of Physics, University of Illinois, 1110 West Green St., Urbana, IL 61801, USA; Illinois Center for Advanced Study of the Universe, 1110 West Green Street, Urbana, IL 61801, USA; Department of Astronomy, University of Illinois, 1002 West Green St., Urbana, IL 61801, USA",0,0,success
JWST COSMOS-3D: Spectroscopic Census and Luminosity Function of [O III] Emitters at 6.75<z<9.05 in COSMOS,2025arXiv251011373M,,2,1,success
Sunspot Observations in 1684-1702: John Flamsteed and Philippe de La Hire,2025SoPh..300..138Z,"Zolotova, Nadezhda: St. Petersburg State University, Universitetskaya nab. 7/9, 198504, St. Petersburg, Russia ;; Vokhmyanin, Mikhail: Space Climate Group, Space Physics and Astronomy Research Unit, University of Oulu, Oulu, Finland ;",0,0,success
Analyzing Data Quality and Decay in Mega-Constellations: A Physics-Informed Machine Learning Approach,2025arXiv251011242D,,0,0,success
No Pulsar Detected in Reprocessed Archival Parkes Observations of SNR 1987A,2025RNAAS...9..311C,"Crawford, Fronefield: Department of Physics and Astronomy, Franklin and Marshall College, P.O. Box 3003, Lancaster, PA 17604, USA; Xu, Haoyang: Emma Willard School, 285 Pawling Avenue, Troy, NY 12180, USA",0,0,success
A Core-Collapse Supernova Neutrino Parameterization with Enhanced Physical Interpretability,2025arXiv251116631S,,0,0,success
Habitable from the start: How initial planetary formation conditions may create habitable worlds,2025arXiv251116714F,,0,0,success
"Pedagogic Null Tests of Dynamical Dark Energy Hints: Reconstructing LambdaCDM with Consistent BAO, CMB, and SNe Mocks",2025arXiv251116703L,,1,0,success
Lucky Strikes: On the Origins of GW190814 Through Isolated Binary Evolution,2025arXiv251116648M,,0,0,success
Dark Matter-Dark Radiation Interactions and the Hubble Tension,2025arXiv251116554B,,0,0,success
Searching for close-in planets around TWA 7 with SPIRou,2025arXiv251116609D,,0,0,success
