s2_id,S2_Title,S2_Citations,S2_NonSelfCitations
ARXIV:2509.00431,"Binding energy distributions of alcohols, thiols, and their precursors on interstellar water ice surfaces",0,0
ARXIV:2509.00471,On the Encounter Rate of Open Star Clusters,0,0
ARXIV:2509.00518,Energy Transition Domain and Its Application in Constructing Gravity-Assist Escape Trajectories,0,0
ARXIV:2509.00577,Pinching of ICME Flux Rope: Unprecedented Multipoint Observations of Internal Magnetic Reconnection during Gannon’s Superstorm,0,0
ARXIV:2509.01069,A Magnetic White Dwarf Formed through a Binary Merger within 35 Million Yr,0,0
ARXIV:2509.00596,Parallel Application of Slitless Spectroscopy to Analyze Galaxy Evolution (PASSAGE): Survey Overview,0,0
ARXIV:2509.00656,XTE J1814-338 as a strange star admixed with bosonic dark matter,0,0
ARXIV:2509.00725,Signal processing and data acquisition system for the BTO detectors onboard COSI,0,0
ARXIV:2509.00738,First-principles response simulation of wide-gap CdTe-DSDs for the FOXSI solar sounding rocket experiment,0,0
ARXIV:2509.00758,Bubble in bubbles,0,0
ARXIV:2509.00762,Improved characterization of the TOI-2141 system: A dense sub-Neptune with non-transiting inner and outer companions,0,0
ARXIV:2509.00818,Spectroscopic Observations and Emission-Line Diagnoses for H ii Regions in the Late-Type Spiral Galaxy NGC 2403,0,0
ARXIV:2509.00864,Hunting pre-stellar cores with APEX: Overview,0,0
ARXIV:2509.00910,Origin of the power-law profile in a core-collapsing galactic globular-cluster model,0,0
ARXIV:2509.00951,The Most Luminous Known Fast Blue Optical Transient AT 2024wpp: Unprecedented Evolution and Properties in the Ultraviolet to the Near-Infrared,0,0
ARXIV:2509.00952,The Most Luminous Known Fast Blue Optical Transient AT 2024wpp: Unprecedented Evolution and Properties in the X-Rays and Radio,0,0
ARXIV:2509.00976,Emulating Global 21 cm Cosmology Observations from the Lunar Far Side to Achieve Quick and Reliable Physical Constraints,0,0
ARXIV:2509.01017,A Stellar Dynamical Mass for the Central Black Hole in MCG–06-30-15,0,0
ARXIV:2509.01026,The Aromatic Infrared Bands around the Wolf–Rayet Binary WR 140 Revealed by JWST,0,0
ARXIV:2509.00612,The Role of Stellar Mass and Star Formation in Shaping X-ray Emission of Radio-Loud and Radio-Quiet AGN,0,0
ARXIV:2509.01672,Tertiary Tides with Eccentric Orbits,0,0
ARXIV:2509.01674,Understanding the evolution of black hole accretion and dust out to z = 4 with a deep imaging extragalactic survey with PRIMA,1,1
ARXIV:2509.01678,Investigating the role of magnetic fields in the formation and evolution of striations in interstellar clouds with the probe far-infrared mission for astrophysics,0,0
ARXIV:2509.02062,Alignment of spiral and elliptical galaxies from Siena Galaxy Atlas with filaments,0,0
ARXIV:2509.02067,Measuring metal sulfides in interstellar dust with PRIMA,0,0
ARXIV:2509.02068,Cosmological constraints from the Planck cluster catalogue with DES shear profiles and Chandra observations,0,0
ARXIV:2509.02092,Characterization of a sample of $\gamma$-ray active galactic nuclei,0,0
ARXIV:2509.02120,Constraints on the possible atmospheres on TRAPPIST-1 b: insights from 3D climate modeling,0,0
ARXIV:2509.02125,Long-term evolution of the SN 2009ip-like transient SN 2016cvk,0,0
ARXIV:2509.02128,First JWST thermal phase curves of temperate terrestrial exoplanets reveal no thick atmosphere around TRAPPIST-1 b and c,0,0
ARXIV:2509.02135,Probing the transient far-IR sky with PRIMA,0,0
ARXIV:2509.02148,Enhancing the detectability of ionized Regions during the Epoch of Reionization,0,0
ARXIV:2509.02152,PIMMS: Pulsation-Informed Magnetic Mapping of Stars with Zeeman-Doppler Imaging I. Formalism and numerical tests,0,0
ARXIV:2509.02157,Active region upflows in various coronal structures and their coupling to the lower atmosphere,0,0
ARXIV:2509.02165,Pregalactic globular cluster formation,0,0
ARXIV:2509.02169,SDSS J1001+5027: Strong microlensing-induced chromatic variation caught in the act,0,0
ARXIV:2509.02027,"The ALPINE–CRISTAL–
 JWST
 survey: revealing less massive black holes in high-redshift galaxies",1,1
ARXIV:2509.02193,Primordial black holes in the main lensing galaxy of FBQ 0951+2635,0,0
ARXIV:2509.02245,Spectral characterization and performance of SPT-SLIM on-chip filterbank spectrometers,2,2
ARXIV:2509.02254,A High Incidence of Mid-infrared Variability in Local Ultraluminous Infrared Galaxies,0,0
ARXIV:2509.02285,FPGA-Based RoCEv2-RDMA Readout Electronics for the CTAO-LST Advanced Camera,2,2
ARXIV:2509.02298,Measurement of dome turbulence intensity from scintillation pattern in the pupil of the telescope,0,0
ARXIV:2509.02304,The incidence of magnetism in blue and yellow straggler stars,0,0
ARXIV:2509.02313,High-mass microquasars from binary to black hole scale,0,0
ARXIV:2509.02316,Supermassive black hole growth from stellar binary encounters,0,0
ARXIV:2509.02385,CAPOS: The bulge Cluster APOgee Survey. IX. Spectroscopic analysis of the bulge globular cluster Terzan 2,0,0
ARXIV:2509.02394,Eccentricity distribution of extreme mass ratio inspirals,4,4
ARXIV:2509.02414,Disentangling Target Lines from Interlopers and Continuum with Neural Networks: A SPHEREx Intensity Mapping Case Study,0,0
ARXIV:2509.02422,Was SNR 0509-67.5 the result of a double detonation?,1,1
ARXIV:2509.02431,Can an Anti-de Sitter Vacuum in the Dark Energy Sector Explain JWST High-Redshift Galaxy and Reionization Observations?,0,0
ARXIV:2509.02434,How far have metals reached? Reconciling statistical constraints and enrichment models at reionization,0,0
ARXIV:2509.02213,Signal Drop in Magnification Profiles: Combining Lensing Simulations and Observations,0,0
ARXIV:2509.02019,Detection of'super-virial'gas in the Circumgalactic medium of the Milky Way towards PKS 2155-304,0,0
ARXIV:2509.02016,A bar stability criterion distinguishing between modified gravity and dark matter in galaxies,0,0
ARXIV:2509.01990,Radial variation of the silicate-to-carbon ratio in M31 probed by PRIMA,0,0
ARXIV:2509.01686,Synergy between Roman and PRIMA imaging capabilities for large extragalactic surveys,0,0
ARXIV:2509.01688,LOFAR constraints on the repetition & environments of CHIME FRBs,0,0
ARXIV:2509.01690,The Impact of Baryonic Effects on the Dynamical Masses Inferred Using Satellite Kinematics,0,0
ARXIV:2509.01692,PRIMA promise of deciphering interstellar dust evolution with observations of the nearby Universe,0,0
ARXIV:2509.01697,Detecting water ice and vapor disks originating from icy planetary bodies around white dwarfs with future PRIMA observations,0,0
ARXIV:2509.01710,Multiple star-forming episodes of intermediate-redshift galaxies,0,0
ARXIV:2509.01713,Probing the dark sector using the Fornax Satellite,0,0
ARXIV:2509.01727,"PRIMA: PRIMAger, a far-infrared hyperspectral and polarimetric instrument",10,10
ARXIV:2509.01732,SNELLS–HD I: a first look at the stellar properties of the massive strong-lens galaxy SNL–1 with 50 pc resolution,0,0
ARXIV:2509.01740,FEAST: JWST/NIRCam view of the Resolved Stellar Populations of the Interacting Dwarf Galaxies NGC~4485/NGC~4490,0,0
ARXIV:2509.01795,The Diversity and Evolution of Dust Attenuation Curves from Redshift z ~ 1 to 9,0,0
ARXIV:2509.01796,Mapping magnetic fields from clouds to cores with PRIMAger,0,0
ARXIV:2509.01800,The Far-Infrared Enhanced Survey Spectrometer (FIRESS) for PRIMA: Science Drivers,1,1
ARXIV:2509.01803,"Relating spatially resolved optical attenuation, dust, and gas in nearby galaxies",0,0
ARXIV:2509.01834,Isotopic composition of cometary water and the origin of Earth’s oceans,0,0
ARXIV:2509.01846,Searching for missing interstellar oxygen in the far-infrared,0,0
ARXIV:2509.01850,Johnson Noise Suppression in AC-Biased Transition-Edge Sensor Bolometers: A Th\'evenin-Equivalent Circuit Analysis,0,0
ARXIV:2509.01860,Does the high-energy AMS-02 positron flux originate from the dark matter density spikes around nearby black holes?,0,0
ARXIV:2509.01876,Far-infrared probing with PRIMA into particle acceleration associated with relativistic jets from active galactic nuclei,0,0
ARXIV:2509.01881,One latent to fit them all: a unified representation of baryonic feedback on matter distribution,0,0
ARXIV:2509.01888,Bayesian Analysis of Wave-Optics Gravitationally Lensed Massive Black Hole Binaries with Space-Based Gravitational Wave Detector,1,1
ARXIV:2509.01896,ALMA High-resolution Observation for the Transitional Disk Around IRAS 04125+2902,2,2
ARXIV:2509.01904,The ALMA-QUARKS survey: Extensive detection of acetamide in multiple high-mass star-forming regions,1,1
ARXIV:2509.01930,"An Analysis of the Radius Gap in a Sample of Kepler, K2, and TESS Exoplanets Orbiting M-dwarf Stars",1,1
ARXIV:2509.01933,The survey of DA double white dwarf candidates based on DESI EDR,0,0
ARXIV:2509.01937,Radiative Transfer Modeling of a Shadowed Protoplanetary Disk Assisted by a Neural Network,1,1
ARXIV:2509.01955,Investigations of MWISP Clumps: 13CO Clump Source Catalog and Physical Properties,0,0
ARXIV:2509.01974,Nonmonotonic change with energy of the mean logarithmic mass of cosmic rays in the knee region: the mechanism of formation of this feature and sources of particles,0,0
ARXIV:2509.01988,Need for PRIMA to understand the nature and ISM physical conditions of HST-dark galaxies,0,0
ARXIV:2509.06857,Stochastic modelling of cosmic-ray sources for Galactic diffuse emissions,1,1
ARXIV:2509.06859,Auriga Streams III: the mass-metallicity relation does not rule out tidal mass loss in Local Group satellites,0,0
ARXIV:2509.02672,Baryonic Ecosystem IN Galaxies (BEINGMgII) -- III. Cool gas reservoirs at $0.3 \le z \le 1.6$ in the Dark Energy Survey,0,0
ARXIV:2509.06903,PowerBin: Fast Adaptive Data Binning with Centroidal Power Diagrams,0,0
ARXIV:2509.11672,The Curious Case of V CVn,0,0
ARXIV:2509.11641,Molecular Jets from an Evolved Protostar: Insights from JWST-ALMA Synergy,1,1
ARXIV:2509.11631,Hurst Index of Gamma-Ray Burst Light Curves and Its Statistical Study,0,0
ARXIV:2509.11627,"Compression, Impact and Hot Rebound Flows from Coronal Rain Downflows",0,0
ARXIV:2509.11613,Equilibrium points and surface dynamics about comet 67P/Churyumov–Gerasimenko,1,1
ARXIV:2509.11565,"The Polar Orbit of TOI-2374 b, a Planet in the Neptunian Ridge",0,0
ARXIV:2509.11563,Scaling relations at the central regions of nearby galaxies,0,0
ARXIV:2509.11495,Three Binary-source Binary-lens Microlensing Events from the 2024 Microlensing Campaign,0,0
ARXIV:2509.11475,A Dense Molecular Ringlike Structure in Gaseous CO Depletion Region G34.74−0.12,0,0
ARXIV:2509.11416,Role of magnetic shear distribution in the formation of eruptive flux ropes,0,0
ARXIV:2509.11351,Demystifying Strange O vi Line Widths with Hydrodynamic Simulations,0,0
ARXIV:2509.11326,Solar Eruption Onset and Particle Acceleration in Nested-null Topologies,0,0
ARXIV:2509.11305,The SRG/eROSITA All-Sky Survey $J$-Band Follow-Up Observations for Selected High-Redshift Galaxy Cluster Candidates,0,0
ARXIV:2509.11679,Quantifying the Impact of Lunar and Planetary Occultation on Experimental Global 21 cm Cosmology,0,0
ARXIV:2509.11299,"The Orbits of Isolated Dwarfs in the Local Group from New 3D Kinematics: Constraints on First Infall, Backsplash, and Quenching Mechanisms",0,0
ARXIV:2509.11268,Analytic Model for Scattered Ly$\boldsymbol{\alpha}$ Emission in the Post-reionization Intergalactic Medium,0,0
ARXIV:2509.11245,Probing Hernquist dark matter with black hole shadows: A comprehensive study of various accretions,0,0
ARXIV:2509.11215,Neural networks in the search for fast radio bursts with RATAN-600,0,0
ARXIV:2509.11207,Investigating Phosphorus Abundances in a Sample of APOGEE-2 Bulge Globular Clusters,0,0
ARXIV:2509.11199,Origin of the lunar farside highlands from Earthshine-induced global circulation in lunar magma ocean,0,0
ARXIV:2509.11186,Simulations of Tidal Disruption of Supernova in Galaxy Nuclear Region: A Novel Model for Ambiguous Nuclear Transients,0,0
ARXIV:2509.11179,"Decomposing wave activity in the solar atmosphere. Shocks, jets, and swirls in the quiet Sun",0,0
ARXIV:2509.11175,Probing small-scale dark matter clumping with the large-scale 21-cm power spectrum,0,0
ARXIV:2509.11138,A Dark Matter Model with Quadratic Equation of State: Background Evolution and Structure Formation,0,0
ARXIV:2509.11111,Dust Attenuation of Lyman-Werner Feedback: Reassessing Early Super Massive Black Holes Seed Formation,0,0
ARXIV:2509.11055,The signature of subgalactic dark matter clumping in the global 21-cm signal of hydrogen,2,2
ARXIV:2509.11042,"JWST/NIRCam Imaging of the Bipolar Planetary Nebula NGC 6537: The (Infra)red Spider, Revealed",0,0
ARXIV:2509.11036,Consistent Modeling of Non-equilibrium Dust Sublimation and the Interactions with Dust Evolution in the Inner Regions of Protoplanetary Disks,0,0
ARXIV:2509.11288,Tracing correlations between galaxy properties across the Cosmic Web: An IllustrisTNG-based study,0,0
ARXIV:2509.11029,The M- and X-class White-light Flares in Super Active Region NOAA 13664/13697 Observed by ASO-S/LST/WST,0,0
ARXIV:2509.11682,Angle-dependent hardening of the reprocessed spectra in ULXs powered by accretion onto neutron stars,0,0
ARXIV:2509.11694,Disentangling disc and atmospheric signatures of young brown dwarfs with JWST/NIRSpec,0,0
ARXIV:2509.12067,Observational Evidence of Dust Evolution in Supernova Remnants: Size Redistribution toward Larger Grains in the Early Sedov Phase,0,0
ARXIV:2509.12058,Characterization of Two Cool Galaxy Outflow Candidates Using Mid-infrared Emission from Polycyclic Aromatic Hydrocarbons,0,0
ARXIV:2509.12050,A Study of Spectral Variability Between Flaring and Nonflaring State in M74 X-1,0,0
ARXIV:2509.12038,Gravitational Signatures of Axion Dark Matter via Parity-Violating Interactions,3,3
ARXIV:2509.12035,The dependence of the Type Ia Supernova colour-luminosity relation on their host galaxy properties,0,0
ARXIV:2509.12016,Revealing Event Rate of Repeating Fast Radio Bursts,0,0
ARXIV:2509.12009,Periodic Variations in Visible Light Brightness as Tracers of Fine Coronal Structures,0,0
ARXIV:2509.11996,Discovery of femto Gauss intergalactic magnetic fields towards Mkn 501,1,1
ARXIV:2509.11993,STRAWBERRY: Finding haloes in the gravitational potential,0,0
ARXIV:2509.11988,Radio Galaxy Zoo: Morphological classification by Fanaroff-Riley designation using self-supervised pre-training,0,0
ARXIV:2509.11960,Atacama Cosmology Telescope: Constraints on the Millimetre Flux of the Crab Pulsar,1,1
ARXIV:2509.11945,Frequency evolution of pulsar emission: Further evidence for fan beam model,0,0
ARXIV:2509.11938,Chemical Abundances of M and G Dwarfs in the Hyades and Coma Berenices Open Clusters from APOGEE Spectra,0,0
ARXIV:2509.11692,Magnetic reconnection sustains the mass budget of the solar wind,1,1
ARXIV:2509.11909,Dust trapping in protoplanetary discs after stellar flybys,0,0
ARXIV:2509.11896,Testing CCC+TL Cosmology with Galaxy Rotation Curves,2,2
ARXIV:2509.11894,Bayesian recalibration of flux scale factors in diffuse radio maps using low-resolution absolute radiometers,0,0
ARXIV:2509.11891,The Impact of External Gas Accretion on the Distribution of H I Gas in Galaxies,0,0
ARXIV:2509.11886,Paper Not Found,0,0
ARXIV:2509.11850,Education and Outreach Across Seventeen Countries of the Pierre Auger Collaboration,0,0
ARXIV:2509.11846,Precise Measurement of the Absolute Sky Brightness at 60 to 350 MHz,0,0
ARXIV:2509.11837,Understanding variations of galactic energetic particles in the heliosphere: modelling and radiation hazard assessment,0,0
ARXIV:2509.11827,A comprehensive view of PKS 2155-304 from 2008 to 2023 through a multi-epoch modeling of its spectral energy distributions,0,0
ARXIV:2509.11820,The Averaged Broadband Spectral Energy Distribution Study of Fermi Bright BL Lac Objects,0,0
ARXIV:2509.11771,JWST's first view of the most vigorously star-forming cloud in the Galactic center -- Sagittarius B2,1,1
ARXIV:2509.11770,Dense Gas Properties and Star Formation in M82,0,0
ARXIV:2509.11758,Investigating the correlations of bulk properties of hyperon star with dark matter,0,0
ARXIV:2509.11726,Self-lensing binaries as probes of Supernova physics,0,0
ARXIV:2509.11902,Testing $n_s=1$ in light of the latest ACT and SPT data,2,2
ARXIV:2509.12082,YOLO-CIANNA: Galaxy detection with deep learning in radio data: II. Winning the SKA SDC2 using a generalized 3D-YOLO network,0,0
ARXIV:2509.10992,Joint Bayesian calibration and map-making for intensity mapping experiments,0,0
ARXIV:2509.10903,New constraint on Europa’s ice shell: Magnetic signature from the ocean,0,0
ARXIV:2509.10420,Testing the nature of compact objects in the lower mass gap using gravitational wave observations,1,1
ARXIV:2509.10387,The large-scale kinematics of young stars in the Milky Way disc: First results from SDSS-V,0,0
ARXIV:2509.10379,CMB Constraints on Quantized Spatial Curvature $\Omega_K$ in globally CPT-symmetric universes,0,0
ARXIV:2509.10352,Can a gamma-ray dim radio blazar produce a 200-PeV neutrino? The case of PMN J0606$-$0724 and KM3-230213A,0,0
ARXIV:2509.10346,The Electron Temperature Distribution and the High Ionization Just behind the Shock in the Cygnus Loop,0,0
ARXIV:2509.10319,"The merger of spinning, accreting supermassive black hole binaries",1,1
ARXIV:2509.10292,Is cosmic dust porous?,1,1
ARXIV:2509.10275,A MeerKAT view of the parsec-scale jets in the black-hole X-ray binary GRS 1758-258,1,1
ARXIV:2509.10274,A Differentiable Surrogate Model for the Generation of Radio Pulses from In-Ice Neutrino Interactions,0,0
ARXIV:2509.10271,Stellar populations of quasar host galaxies with MFICA decomposition,0,0
ARXIV:2509.10258,Astroclimes - measuring the abundance of CO4 and CH4 in the Earth’s atmosphere using astronomical observations,0,0
ARXIV:2509.10256,UV-irradiated outflows from low-mass protostars in Ophiuchus with JWST/MIRI,0,0
ARXIV:2509.10255,The 21-cm signature of X-ray heated halos around galaxies during cosmic dawn,0,0
ARXIV:2509.10431,Primordial black hole formation in a scalar field dominated universe,1,1
ARXIV:2509.10230,Signatures of dynamical activity in the hot gas profiles of groups and clusters in the FLAMINGO simulations,0,0
ARXIV:2509.10218,Ionospheric Electron Heat Flow Modulates Planetary Ambipolar Electric Fields,0,0
ARXIV:2509.10177,Interaction between disk and extended corona in a general relativistic framework. I. Static slab corona in global energy balance with the underlying disk,0,0
ARXIV:2509.10175,Towards Precision Cosmology With Improved PNLF Distances Using VLT-MUSE. III. Impact of Stellar Populations in Early-Type Galaxy,0,0
ARXIV:2509.10150,Magnetic effects on fundamental modes in rotating neutron stars with a purely toroidal magnetic field,0,0
ARXIV:2509.10145,Calculating Occultation Light Curves Using Wavelets: Exponential Atmospheres and the Constraints of Static Stability,0,0
ARXIV:2509.10144,Cluster Ages to Reconstruct the Milky Way Assembly (CARMA) IV. Chrono-dynamics of seven old star clusters in the Large Magellanic Cloud and the peculiar origin of NGC 1841,0,0
ARXIV:2509.10136,A four-planet system orbiting the old thick disk star TOI-1203,0,0
ARXIV:2509.10133,Reionization in HESTIA: Studying reionization in the LG through zoom simulations,0,0
ARXIV:2509.10117,Impact of stochastic star-formation histories and dust on selecting quiescent galaxies with JWST photometry,0,0
ARXIV:2509.10115,An ultraviolet burst oscillation candidate from the low-mass X-ray binary EXO 0748–676,0,0
ARXIV:2509.10090,An Intense Geomagnetic Storm Originated from Stealth Coronal Mass Ejection: Remote and In Situ Observations by Near Radially Aligned Spacecraft,0,0
ARXIV:2509.10079,ALMA Reveals Diverse Dust-to-gas Mass Ratios and Quenching Modes in Old Quiescent Galaxies,0,0
ARXIV:2509.10060,A massive primordial atmosphere on early Mars,0,0
ARXIV:2509.10221,Further evidence for natal kick segregation by spectral type in high-mass X-ray binaries,0,0
ARXIV:2509.10947,Hydrocarbon Hazes on Temperate sub-Neptune K2-18b supported by data from the James Webb Space Telescope,0,0
ARXIV:2509.10435,Statistic of stars with poor astrometric solutions of Gaia DR3 in open star clusters,0,0
ARXIV:2509.10451,The CHARA Array Polarization Model and Prospects for Spectropolarimetry,1,1
ARXIV:2509.10901,Mitigating Random-phase Sampling Noise in the Cepheid Period–Luminosity Relation: A Cross-filter Consistency Approach,0,0
ARXIV:2509.10883,Space Astrometry with Gaia: Advances in Understanding our Galaxy,1,1
ARXIV:2509.10856,Evidence of Galactic Center Expansion from Gaia DR3 Stars along the South North Axis: Implications for the JWST Early Galaxy Problem,0,0
ARXIV:2509.10851,Primordial Black Holes (PBHs) and The Signatures of Cosmic Non-Gaussianity,0,0
ARXIV:2509.10836,Measuring neutrino masses with joint JWST and DESI DR2 data,3,3
ARXIV:2509.10832,Orbit-based structural decomposition and stellar population recovery for edge-on barred galaxies,0,0
ARXIV:2509.10681,Statistical Analysis of Magnetic Patches in Solar Active Regions Using the Complex Network Method,0,0
ARXIV:2509.10674,Using white dwarf lensing to resolve accretion flows,0,0
ARXIV:2509.10670,Formation of Cosmic Noon Protogalaxies via Quasar-Induced Fragmentation of a Cosmic Filament,0,0
ARXIV:2509.10665,SDSS-V Local Volume Mapper (LVM): Revealing the Structure of the Rosette Nebula,1,1
ARXIV:2509.10654,Characterizing the interplay between Galactic star formation and ionization feedback with PRIMA,0,0
ARXIV:2509.10640,Potential discovery of the long-sought optical counterpart to the Rapid Burster in the bulge fossil fragment Liller 1,0,0
ARXIV:2509.10638,Radiation GRMHD Models of Accretion onto Stellar-Mass Black Holes: II. Super-Eddington Accretion,0,0
ARXIV:2509.10440,"Euclid: Early Release Observations -- The star cluster systems of the Local Group dwarf galaxies IC\,10 and NGC\,6822",0,0
ARXIV:2509.10621,Central-star extinctions towards planetary nebulae,1,1
ARXIV:2509.10615,The Discovery of a Large Active Wind from the Milky Way's Central Black Hole,1,1
ARXIV:2509.10614,An Introduction to Dust Evolution and Vertical Transport in Protoplanetary Disks,0,0
ARXIV:2509.10612,GLACE survey: OSIRIS/GTC multi-object spectroscopy of the rich galaxy cluster ZwCl 0024.0+1652 at z∼0.4. III. The mass--SFR relation and the quenching of cluster galaxies,0,0
ARXIV:2509.10611,The Photochemical Plausibility of Warm Exo-Titans Orbiting M Dwarf Stars,0,0
ARXIV:2509.10609,Assembling GW231123 in Star Clusters through the Combination of Stellar Binary Evolution and Hierarchical Mergers,1,1
ARXIV:2509.10608,The HST Ultraviolet Spectrum of V723 Mon: Additional Evidence of a Stellar Companion,0,0
ARXIV:2509.10607,Bias in the tensor-to-scalar ratio from self-interacting dark radiation,1,1
ARXIV:2509.10604,CMB component-separated power spectrum estimation by Spectral Internal Linear Combination (SpILC),0,0
ARXIV:2509.10601,Active galactic nuclei do not exhibit stably periodic brightness variations,2,2
ARXIV:2509.10579,A Systematic Review of Lagrange Points Applications in the Solar System,0,0
ARXIV:2509.10564,Gravitational Recoil and Suppression of Super Massive Black Hole Seeds in the Early Universe,0,0
ARXIV:2509.10505,Template-Free Gravitational Wave Detection with CWT-LSTM Autoencoders: A Case Study of Run-Dependent Calibration Effects in LIGO Data,0,0
ARXIV:2509.10455,"Joint X-ray, kinetic Sunyaev-Zeldovich, and weak lensing measurements: toward a consensus picture of efficient gas expulsion from groups and clusters",8,8
ARXIV:2509.10619,LEO-Vetter: Fully Automated Flux- and Pixel-level Vetting of TESS Planet Candidates to Support Occurrence Rates,0,0
ARXIV:2509.10037,Multi-GeV Fermi-LAT Detection of PSR B1259-63,0,0
ARXIV:2509.12097,High-energy interstellar isomers: cis-N- methylformamide in the G+0.693-0.027 molecular cloud,1,1
ARXIV:2509.12116,White Dwarfs with Infrared Excess in the HET Dark Energy Experiment,0,0
ARXIV:2509.13319,Constraints on Dark Matter Structures around Gaia Black Holes,0,0
ARXIV:2509.13318,How Theory-Informed Priors Affect DESI Evidence for Evolving Dark Energy,8,8
ARXIV:2509.13315,First Detection of Ices in Intermediate-mass Young Stellar Objects beyond the Milky Way,1,1
ARXIV:2509.13308,VAR-PZ: Constraining the Photometric Redshifts of Quasars using Variability,0,0
ARXIV:2509.13307,High-Dimensional Bayesian Model Comparison in Cosmology with GPU-accelerated Nested Sampling and Neural Emulators,1,1
ARXIV:2509.13302,Comparing Minimal and Non-Minimal Quintessence Models to 2025 DESI Data,6,6
ARXIV:2509.13299,Thermonuclear X-ray bursts across the eclipse transitions in the LMXBs EXO 0748-676 and XTE J1710-281,1,1
ARXIV:2509.13278,Bar evolution in edge-on galaxies: A demographic study of boxy/peanut bulges,0,0
ARXIV:2509.13263,Massive Retrograde Moons May Survive During Different Hot Jupiters'Migration Scenario,0,0
ARXIV:2509.13220,Dynamic or Systematic? Bayesian model selection between dark energy and supernova biases,1,1
ARXIV:2509.13207,Parity in Composite-Field Galaxy Correlators,1,1
ARXIV:2509.13199,A novel pointing technique for the enhancement of Tropospheric Delay Calibration System performances,0,0
ARXIV:2509.13195,Gamma-ray Analysis of Pulsar Environments and Their Theoretical Explanation,0,0
ARXIV:2509.13320,Redefining interiors and envelopes: hydrogen-silicate miscibility and its consequences for the structure and evolution of sub-Neptunes,1,1
ARXIV:2509.13163,Euclid preparation. LXXIX. Using mock low surface brightness dwarf galaxies to probe Euclid Wide Survey detection capabilities,0,0
ARXIV:2509.13143,Increasing science yield with a twilight observing program with the SCALES instrument at Keck,0,0
ARXIV:2509.13122,Puffed-up Inner Rings and Razor-thin Outer Rings in Structured Protoplanetary Disks,1,1
ARXIV:2509.13119,The nature and evolution of a-C(:H) nanoparticle substructures and speculations on the origin of the 3-4μm emission bands,0,0
ARXIV:2509.13111,Long-lived coronal loops in solar active regions,0,0
ARXIV:2509.13104,Solar Flare Hard X-ray Polarimetry with the CUbesat Solar Polarimeter (CUSP) mission,0,0
ARXIV:2509.13033,Radio detection of Cosmic Rays with the IceCube Surface Array Enhancement,0,0
ARXIV:2509.13010,Capturing System Drift with Time Series Calibration for Global 21-cm Cosmology Experiments,0,0
ARXIV:2509.13003,Archival Search for IceCube Sub-TeV Neutrino Counterparts to Sub-Threshold Gravitational Wave Events from the Third Observing Run of the LIGO-Virgo-KAGRA,0,0
ARXIV:2509.13002,Muon number reconstruction with IceTop using a two-component lateral distribution function,0,0
ARXIV:2509.12998,Probing the millisecond pulsar origin of the GeV excess in the Galactic Centre with LISA,1,1
ARXIV:2509.12978,Magnetic Reconnection as a Potential Driver of X-Ray Variability in Active Galactic Nuclei,0,0
ARXIV:2509.12967,Cosmic Dust as a Prerequisite for the Formation of Complex Organic Molecules in Space?,0,0
ARXIV:2509.12966,Evolution of Low Surface Brightness Ultrathin Galaxies: The Role of Dark Matter Halo and Bar Formation on Disk Thickness,0,0
ARXIV:2509.13152,Probing Stellar Kinematics with the Time-Asymmetric Hanbury Brown and Twiss Effect,0,0
ARXIV:2509.12922,Evolution of the infrared luminosity function and its corresponding dust-obscured star formation rate density out to z~6,0,0
ARXIV:2509.13331,Explainable AI-Enhanced Supervisory Control for High-Precision Spacecraft Formation,0,0
ARXIV:2509.13403,Impact of line of sight structure on weak lensing observables of galaxy clusters,0,0
ARXIV:2509.13601,The impact of rotational mixing in intermediate-age star clusters with extended main-sequence turn-offs and extended red clumps,0,0
ARXIV:2509.06886,Cosmic Threads: Interlinking the Stellar Initial Mass Function from Star-Birth to Galaxies,1,1
ARXIV:2509.13593,DESI DR1 Ly$\alpha$ 1D power spectrum: Validation of estimators,0,0
ARXIV:2509.13587,Direct Imaging Explorations for Companions from the Subaru/IRD Strategic Program II; Discovery of a Brown-dwarf Companion around a Nearby Mid-M-dwarf LSPM J1446+4633,0,0
ARXIV:2509.13580,Aeos is Mixing it Up: The (In)homogeneity of Metal Mixing Following Population III Star Formation,1,1
ARXIV:2509.13573,Nucleation regions in the Large-Scale Structure II: Morphology and dynamical state of supercluster cores,0,0
ARXIV:2509.13571,SuNeRF-CME: Physics-Informed Neural Radiance Fields for Tomographic Reconstruction of Coronal Mass Ejections,0,0
ARXIV:2509.13552,New theoretical predictions on Type II Cepheids: towards a self consistent Pop. II distance scale,1,1
ARXIV:2509.13549,Vanishing Refractories: Tracing Dust Evolution in the BP Tau Protoplanetary Disk,0,0
ARXIV:2509.13544,Characterizing the Time Variability of 2M1207 A + b with JWST NIRSpec/PRISM,0,0
ARXIV:2509.13540,Dark matter annihilation signals from the Large Magellanic Cloud and its impact on the Milky Way,0,0
ARXIV:2509.13530,Deep Extragalactic VIsible Legacy Survey (DEVILS): Galaxy group catalogue for the D10-COSMOS field with 90% spectroscopic redshift completeness,0,0
ARXIV:2509.13521,ARDENT: A Python package for fast dynamical detection limits with radial velocities,0,0
ARXIV:2509.13394,Bayesian Anomaly Detection for Ia Cosmology: Automating SALT3 Data Curation,1,1
