title,authors,affiliations
KID Detector Readout Electronics Development for Habitable Worlds Observatory,[],[]
Ice Giants Pre-Decadal Survey Mission Study Report,[],[]
Encyclopedia Magneticum: Scaling Relations from Cosmic Dawn to Present Day,[],[]
Poincaré Maps with the Theory of Functional Connections,[],[]
Computational advances and challenges in simulations of turbulence and star formation,[],[]
The Southern Photometrical Local Universe Survey (S-PLUS): searching for metal-poor dwarf galaxies,"['M. Grossi', 'D. R. Gon\\c{c}alves', 'A. C. Krabbe', ""L. A. Guti\\'errez Soto"", 'E. Telles', 'L. S. Ribeiro', 'T. S. Gon\\c{c}alves', 'A. E. de Araujo-Carvalho', 'A. R. Lopes', 'A. V. Smith Castelli', 'M. E. De Rossi', 'C. Lima-Dias', 'Guilherme~Limberg', 'C. E. Ferreira Lopes', 'J. A. Hernandez-Jimenez', 'P. K. Humire', 'A. L. Chies-Santos', ""L. Lomel\\'i-N\\'u\\~nez"", 'S. Torres-Flores', 'F. R. Herpich', 'G. B. Oliveira Schwarz', 'A. Kanaan', 'C. Mendes de Oliveira', 'T. Ribeiro', 'W. Schoenell']","[[""Observat\\'orio do Valongo, Universidade Federal do Rio de Janeiro, Ladeira Pedro Ant\\^onio 43, Sa\\'ude, Rio de Janeiro, RJ, 20080-090, Brazil""], [""Observat\\'orio do Valongo, Universidade Federal do Rio de Janeiro, Ladeira Pedro Ant\\^onio 43, Sa\\'ude, Rio de Janeiro, RJ, 20080-090, Brazil""], [""Departamento de Astronomia, Instituto de Astronomia, Geof\\'isica e Ci\\^encias Atmosf\\'ericas da USP, Cidade Universit\\'aria, 05508-090 São Paulo, SP, Brazil""], ['Instituto de Astrofísica de La Plata, UNLP-CONICET, Paseo del Bosque s/n, B1900FWA, LA PLATA, Argentina'], [""Observat\\'orio Nacional, Rua General Jos\\'e Cristino, 77, S\\~ao Crist\\'ov\\~ao, Rio de Janeiro, 20921-400, Brazil""], [""Observat\\'orio do Valongo, Universidade Federal do Rio de Janeiro, Ladeira Pedro Ant\\^onio 43, Sa\\'ude, Rio de Janeiro, RJ, 20080-090, Brazil""], [""Observat\\'orio do Valongo, Universidade Federal do Rio de Janeiro, Ladeira Pedro Ant\\^onio 43, Sa\\'ude, Rio de Janeiro, RJ, 20080-090, Brazil""], [""Observat\\'orio do Valongo, Universidade Federal do Rio de Janeiro, Ladeira Pedro Ant\\^onio 43, Sa\\'ude, Rio de Janeiro, RJ, 20080-090, Brazil""], ['Instituto de Astrofísica de La Plata, UNLP-CONICET, Paseo del Bosque s/n, B1900FWA, LA PLATA, Argentina', ""Departamento de Astronomia, Instituto de Astronomia, Geof\\'isica e Ci\\^encias Atmosf\\'ericas da USP, Cidade Universit\\'aria, 05508-090 São Paulo, SP, Brazil""], ['Instituto de Astrofísica de La Plata, UNLP-CONICET, Paseo del Bosque s/n, B1900FWA, LA PLATA, Argentina', 'Instituto de Astrofísica de La Plata, UNLP-CONICET, Paseo del Bosque s/n, B1900FWA, LA PLATA, Argentina'], [""Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales y Ciclo B\\'asico Com\\'un. Buenos Aires, Argentina"", ""CONICET-Universidad de Buenos Aires, Instituto de Astronom\\'ia y F\\'isica del Espacio (IAFE). Buenos Aires, Argentina""], [""Departamento de Astronom\\'ia, Universidad de La Serena, Avda. Ra\\'ul Bitr\\'an 1305, La Serena, Chile""], ['Kavli Institute for Cosmological Physics, University of Chicago, 5640 S. Ellis Avenue, Chicago, IL 60637, USA'], [""Instituto de Astronom\\'{i}a y Ciencias Planetarias, Universidad de Atacama, Copayapu 485, Copiap\\'{o}, Chile"", 'Millennium Institute of Astrophysics, Nuncio Monse\\~{n}or Sotero Sanz 100, Of. 104, Providencia, Santiago, Chile'], [""Universidad de Investigaci\\'on y Desarrollo, Departamento de Ciencias B\\'asicas y Humanas, Grupo FIELDS, Calle 9 No. 23-55, Bucaramanga, Colombia""], [""Departamento de Astronomia, Instituto de Astronomia, Geof\\'isica e Ci\\^encias Atmosf\\'ericas da USP, Cidade Universit\\'aria, 05508-090 São Paulo, SP, Brazil""], [""Instituto de F\\'isica, Universidade Federal do Rio Grande do Sul, Av. Bento Gon\\c{c}alves 9500, Porto Alegre, RS, 90040-060, Brazil""], [""Observat\\'orio do Valongo, Universidade Federal do Rio de Janeiro, Ladeira Pedro Ant\\^onio 43, Sa\\'ude, Rio de Janeiro, RJ, 20080-090, Brazil""], [""Departamento de Astronom\\'ia, Universidad de La Serena, Avda. Ra\\'ul Bitr\\'an 1305, La Serena, Chile""], [""Laborat\\'orio Nacional de Astrof\\'isica (LNA/MCTI), Rua Estados Unidos, 154, Itajub\\'a 37504-364, Brazil""], [""Departamento de Astronomia, Instituto de Astronomia, Geof\\'isica e Ci\\^encias Atmosf\\'ericas da USP, Cidade Universit\\'aria, 05508-900 São Paulo, SP, Brazil"", 'Universidade Presbiteriana Mackenzie, Rua da Consola\\c{c}\\~ao, 930, Consola\\c{c}\\~o, S\\~ao Paulo, 01302-907, Brazil'], [""Departamento de F\\'isica, Universidade Federal de Santa Catarina, Florian\\'opolis, SC, 88040-900, Brazil""], [""Departamento de Astronomia, Instituto de Astronomia, Geof\\'isica e Ci\\^encias Atmosf\\'ericas da USP, Cidade Universit\\'aria, 05508-900 São Paulo, SP, Brazil""], ['Rubin Observatory Project Office, 950 N. Cherry Ave., Tucson, AZ 85719, USA'], ['Giant Magellan Telescope, 251 S. Lake Ave, Suite 300, Pasadena 91101, USA']]"
The Gaia-ESO Survey: Projected Rotational Velocities of B stars in the Carina Nebula,"[""W. Santos$^{1,2}$, S. Daflon$^{1}$, J. V. Sales Silva$^{1}$, K. Cunha $^{1,3}$, R. Blomme$^{4}$, T. Morel$^{5}$, A. Herrero$^{6,7}$, \\newauthor J. Maiz Apellániz$^{8}$, L. Mahy$^{4,5,9}$, S. R. Berlanas$^{6,7}$, T. Bensby$^{10}$, A. Bragaglia$^{11}$, F. Damiani$^{12}$, A. Frasca$^{13}$, \\newauthor G. Gilmore$^{14,15}$, V. Kalari$^{16}$, A. Lanzafame$^{13}$, S. Randich$^{17}$, S. Van Eck$^{17}$, S. Zaggia$^{18}$ L. O. Kerber$^{2}$ \\newauthor O. J Katime Santrich$^{2}$ \\\\ $^{1}$Observat\\'orio Nacional (ON)-MCTI, Rua Jos\\'e Cristino, 77, 20921-400 Rio de Janeiro, RJ, Brazil \\thanks{Contact e-mail: wjsantos@uesc.br} \\\\ $^{2}$Universidade Estadual de Santa Cruz - UESC, Rodovia Ilh\\'eus/Itabuna, km 16 - 45662-900 Ilh\\'eus, BA, Brazil \\\\ $^{3}$ Steward Observatory, University of Arizona, Tucson, AZ 85721, USA \\\\ $^{4}$Royal Observatory of Belgium, Ringlaan 3, B-1180 Brussels, Belgium \\\\ $^{5}$Space Sciences, Technologies, and Astrophysics Research (STAR) Institute, Universit\\'e de Li\\`ege, Quartier Agora, B\\^at B5c, Allee du 6 ao\\^ut, 19c, 4000 Lie\\`ege, Belgium \\\\ $^{6}$Instituto de Astrofisica de Canarias, E 38200 La Laguna, Tenerife, Spain \\\\ $^{7}$Departamento de Astrofisica, Universidad de La Laguna, E-38206 La Laguna, Tenerife, Spain \\\\ $^{8}$Centro de Astrobiologia (CSIC-INTA), ESAC campus. Camino bajo del castillo s/n, E-28\\,692 Villanueva de la Ca\\~nada, Madrid, Spain \\\\ $^{9}$Instituut voor Sterrenkunde, KU Leuven, Celestijnlaan 200D, Bus 2401, 3001 Leuven, Belgium \\\\ $^{10}$Lund Observatory, Division of Astrophysics, Department of Physics, Lund University, Box 118, SE-22100 Lund, Sweden \\\\ $^{11}$INAF – Osservatorio di Astrofisica e Scienza dello Spazio di Bologna, via P. Gobetti 93/3, 40129, Bologna, Italy \\\\ $^{12}$INAF – Osservatorio Astronomico di Palermo, Piazza del Parlamento 1, I-90134, Palermo, Italy \\\\ $^{13}$INAF – Osservatorio Astrofisico di Catania, Via S. Sofia 78, 95123 Catania, Italy \\\\ $^{14}$Institute of Astronomy, University of Cambridge, Madingley Road, Cambridge CB3 0HA, United Kingdom \\\\ $^{15}$Institute of Astrophysics, FORTH Cert, N. Plastira 100, GR-70013 Vassilika Vouton, Crete, Greece \\\\ $^{16}$Gemini Observatory/NSF's NOIRLab, Casilla 603, La Serena, Chile \\\\ $^{17}$INAF – Osservatorio Astrofisico di Arcetri, Largo E. Fermi 5, 50125, Firenze, Italy \\\\ $^{18}$INAF – Osservatorio Astronomico di Padova, Vicolo dell’Osservatorio 5, 35122, Padova, Italy""]",[[]]
Connection Between Dwarf Galaxies and Globular Clusters: Insights from the Perseus Cluster Using Subaru Imaging and Keck Spectroscopy,[],[]
Accurate and efficient likelihood modeling for large-scale CMB data,[],[]
"Evidence for a Spectral Break or Curvature in the Spectrum of Astrophysical Neutrinos from 5\,TeV--10\,PeV",[],[]
SN 2025coe: A Triple-Peaked Calcium-Strong Transient from A White-Dwarf Progenitor,[],[]
ODIN: The LAE Lyα Luminosity Function over Cosmic Time and Environmental Density,"['Gautam Nagaraj', 'Robin Ciardullo', 'Caryl Gronwall', 'Vandana Ramakrishnan', 'Kyoung-Soo Lee', 'Eric Gawiser', 'Nicole Firestone', 'Govind Ramgopal', 'J.~Aguilar', 'S.~Ahlen', 'D.~Bianchi', 'D.~Brooks', 'F.~J.~Castander', 'T.~Claybaugh', 'A.~Cuceu', 'A.~de la Macorra']","[[""Laboratoire d'Astrophysique, EPFL, 1015 Lausanne, Switzerland""], ['Department of Astronomy \\& Astrophysics, The Pennsylvania State University, University Park, PA 16802, USA', 'Institute for Gravitation and the Cosmos, The Pennsylvania State University, University Park, PA 16802, USA'], ['Department of Astronomy \\& Astrophysics, The Pennsylvania State University, University Park, PA 16802, USA', 'Institute for Gravitation and the Cosmos, The Pennsylvania State University, University Park, PA 16802, USA'], ['Department of Physics and Astronomy, Purdue University, 525 Northwestern Avenue, West Lafayette, IN 47906, USA'], ['Department of Physics and Astronomy, Purdue University, 525 Northwestern Avenue, West Lafayette, IN 47906, USA'], ['Physics and Astronomy Department, Rutgers, The State University, Piscataway, NJ 08854, USA'], ['Physics and Astronomy Department, Rutgers, The State University, Piscataway, NJ 08854, USA'], ['Physics and Astronomy Department, Rutgers, The State University, Piscataway, NJ 08854, USA'], ['Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA 94720, USA'], ['Department of Physics, Boston University, 590 Commonwealth Avenue, Boston, MA 02215 USA'], [""Dipartimento di Fisica ``Aldo Pontremoli'', Universit\\`a degli Studi di Milano, Via Celoria 16, I-20133 Milano, Italy"", 'INAF-Osservatorio Astronomico di Brera, Via Brera 28, 20122 Milano, Italy'], ['Department of Physics \\& Astronomy, University College London, Gower Street, London, WC1E 6BT, UK'], [""Institut d'Estudis Espacials de Catalunya (IEEC), c/ Esteve Terradas 1, Edifici RDIT, Campus PMT-UPC, 08860 Castelldefels, Spain"", 'Institute of Space Sciences, ICE-CSIC, Campus UAB, Carrer de Can Magrans s/n, 08913 Bellaterra, Barcelona, Spain'], ['Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA 94720, USA'], ['Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA 94720, USA'], [""Instituto de F\\'{\\i}sica, Universidad Nacional Aut\\'{o}noma de M\\'{e}xico, Circuito de la Investigaci\\'{o}n Cient\\'{\\i}fica, Ciudad Universitaria, Cd. de M\\'{e}xico C.~P.~04510, M\\'{e}xico""]]"
JWST lens model for A370: A very low dark matter fraction for a brightest cluster galaxy and lensing properties for the Dragon arc,"['Jose M. Diego \\inst{1}\\fnmsep\\thanks{jdiego@ifca.unican.es} \\and Fengwu Sun \\inst{2} \\and Jose M. Palencia \\inst{1} \\and Xiaojing Lin \\inst{3,4} \\and Marceau Limousin \\inst{5} \\and Rachel Gledhill \\inst{6} \\and Anna Niemiec \\inst{7} \\and Wenlei Chen \\inst{8} \\and Rogier A. Windhorst \\inst{9} \\and Mitchell F. Struble \\inst{10} \\and Tom Broadhurst \\inst{11,12,13}']","[[""Instituto de F\\'isica de Cantabria (CSIC-UC). Avda. Los Castros s/n. 39005 Santander, Spain \\and Center for Astrophysics $|$ Harvard \\& Smithsonian, 60 Garden St., Cambridge, MA 02138, USA \\and Department of Astronomy, Tsinghua University, Beijing 100084, China \\and Steward Observatory, University of Arizona, 933 N Cherry Avenue, Tucson, AZ 85721, USA \\and Aix Marseille Univ., CNRS, CNES, LAM, Marseille, France \\and Cosmic Dawn Center (DAWN), Denmark \\and Univ. Grenoble Alpes, CNRS, Grenoble INP*, LPSC-IN2P3, 38000 Grenoble, France \\and Department of Physics, Oklahoma State University, 145 Physical Sciences Building, Stillwater, OK 74078, USA \\and School of Earth and Space Exploration, Arizona State University, Tempe, AZ 85287-6004, USA \\and Department of Physics and Astronomy, University of Pennsylvania, 209 South 33rd Street, Philadelphia, PA 19104, USA \\and Department of Theoretical Physics, University of Basque Country UPV/EHU, Bilbao, Spain \\and Ikerbasque, Basque Foundation for Science, Bilbao, Spain \\and Donostia International Physics Center, Paseo Manuel de Lardizabal, 4, San Sebasti´an, 20018, Spain""]]"
Bayesian polarization calibration and imaging in very long baseline interferometry,[],[]
DESI Strong Lens Foundry V: A Sample of HST-Observed Strong Lenses Modeled with GIGA-Lens,[],[]
The ALPINE-CRISTAL-JWST Survey: NIRSpec IFU Data Processing and Spatially-resolved Views of Chemical Enrichment in Normal Galaxies at z=4-6,[],[]
The Radius of PSR J0437-4715 from NICER Data,[],[]
The Programmable Liquid-crystal Active Coronagraphic Imager for the 4-m DAG telescope (PLACID) instrument: installation and commissioning update,[],[]
An automated algorithmic method to mitigate long-term variations in the efficiency of the GRAPES-3 muon telescope,"['\\fnm{S.} \\sur{Paul}', '\\fnm{K.P.} \\sur{Arunbabu}', '\\fnm{M.} \\sur{Chakraborty}', '\\fnm{S.K.} \\sur{Gupta}', '\\fnm{Y.} \\sur{Hayashi}', '\\fnm{P.} \\sur{Jagadeesan}', '\\fnm{A.} \\sur{Jain}', '\\fnm{P.} \\sur{Jain}', '\\fnm{M.} \\sur{Karthik}', '\\fnm{S.} \\sur{Kawakami}', '\\fnm{H.} \\sur{Kojima}', '\\fnm{K.} \\sur{Manjunath}', '\\fnm{P.K.} \\sur{Mohanty}', '\\fnm{S.D.} \\sur{Morris}', '\\fnm{Y.} \\sur{Muraki}', '\\fnm{P.K.} \\sur{Nayak}', '\\fnm{T.} \\sur{Nonaka}', '\\fnm{A.} \\sur{Oshima}', '\\fnm{D.} \\sur{Pattanaik}', '\\fnm{B.} \\sur{Rajesh}', '\\fnm{M.} \\sur{Rameez}', '\\fnm{K.} \\sur{Ramesh}', '\\fnm{B.S.} \\sur{Rao}', '\\fnm{L.V.} \\sur{Reddy}', '\\fnm{S.} \\sur{Shibata}', '\\fnm{K.} \\sur{Tanaka}', '\\fnm{F.} \\sur{Varsi}', '\\fnm{M.} \\sur{Zuberi}']","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
Kinematical analysis of PNe with high ADF: Hf 2-2 and M 1-42,[],[]
"Strong Bars, Strong Inflow: The Effect of Bar Strength on Gas Inflow",[],[]
Surya: Foundation Model for Heliophysics,[],[]
The infrared counterpart and proper motion of magnetar SGR0501+4516,"['A. A. Chrimes \\inst{1}\\fnmsep\\inst{2}\\thanks{ESA Research Fellows}\\fnmsep\\thanks{Authors contributed equally},\\ A. J. Levan\\inst{2}\\fnmsep\\inst{3}$^{\\star \\star}$,\\ J. D. Lyman\\inst{3},\\ A. Borghese\\inst{4}$^{\\star}$,\\ V. S. Dhillon\\inst{5,6},\\ P. Esposito\\inst{7},\\ M. Fraser\\inst{8},\\ A. S. Fruchter\\inst{9},\\ D. G\\""{o}tz\\inst{10},\\ R. A. Hounsell\\inst{11,12},\\ G. L. Israel\\inst{13},\\ C. Kouveliotou\\inst{14,15},\\ S. Mereghetti\\inst{16},\\ R. P. Mignani\\inst{16,17},\\ R. Perna\\inst{18},\\ N. Rea\\inst{19,20},\\ I. Skillen\\inst{21},\\ D. Steeghs\\inst{3},\\ N. R. Tanvir\\inst{22},\\ K. Wiersema\\inst{23},\\ N. J. Wright\\inst{24},\\ S. Zane\\inst{25}\\']",[[]]
Can GRB 250702B be explained as the tidal disruption of a white dwarf by an intermediate mass black hole? Yes,[],[]
Consequences of radially correlated rotation curves for galaxy mass models,[],[]
Three-dimensional Structure of Incomplete Carbon-Oxygen Detonations in Type Ia Supernovae,"['Greg J. Schwarz', 'August Muench', 'Butler Burton', 'Amy Hendrickson', 'Julie Steffen', 'Magaret Donnelly']","[['American Astronomical Society \\\\ 1667 K Street NW, Suite 800 \\\\ Washington, DC 20006, USA'], ['American Astronomical Society \\\\ 1667 K Street NW, Suite 800 \\\\ Washington, DC 20006, USA'], ['Leiden University', 'AAS Journals Associate Editor-in-Chief'], ['TeXnology Inc.'], ['AAS Director of Publishing', 'American Astronomical Society \\\\ 1667 K Street NW, Suite 800 \\\\ Washington, DC 20006, USA'], ['IOP Publishing, Washington, DC 20005']]"
JADES NIRSpec Spectroscopy of GN-z11: Evidence for Wolf-Rayet contribution to stellar populations at 430 Myr after Big Bang?,[],[]
Resolving the S8 tension with the Lambda Prime ($Λ'$) model,[],[]
On the use of the Derivative Approximation for Likelihoods for Gravitational Wave Inference,[],[]
The MeerKLASS On-the-Fly continuum survey: pipeline design and validation,[],[]
"Distributed Acoustic Sensing for Environmental Monitoring, and Newtonian Noise Mitigation:Comparable Sensitivity to Seismometers",[],[]
Even Redder than we Knew: Color and $A_{\mathrm{V}}$ Evolution up to $z=2.5$ from JWST/NIRCam Photometry,"['A.~van der Wel\\inst{1} \\and M.~Martorano\\inst{1} \\and D.~Marchesini\\inst{2} \\and S.~Wuyts\\inst{3} \\and E.~F.~Bell\\inst{4} \\and S.~E.~Meidt\\inst{1} \\and A.~Gebek\\inst{1} \\and G.~Brammer\\inst{5} \\and K.~Whitaker\\inst{5,6} \\and R.~Bezanson\\inst{7} \\and E.~J.~Nelson\\inst{8} \\and G.~Rudnick\\inst{9} \\and M.~Kriek\\inst{10} \\and J.~Leja\\inst{11,12,13} \\and J.~S.~Dunlop\\inst{14} \\and C.~Casey\\inst{15,16,5} \\and J.~Kartaltepe\\inst{17}']","[['Sterrenkundig Observatorium, Universiteit Gent, Krijgslaan 281 S9, 9000 Gent, Belgium\\\\ \\email{arjen.vanderwel@ugent.be} \\and Physics and Astronomy Department, Tufts University, 574 Boston Avenue, Medford, MA 02155, USA \\and Department of Physics, University of Bath, Claverton Down, Bath BA2 7AY, UK \\and Department of Astronomy, University of Michigan, 1085 South University Avenue, Ann Arbor, MI, 48109–1107, USA \\and Cosmic Dawn Center (DAWN), Niels Bohr Institute, University of Copenhagen, Jagtvej 128, København N, Copenhagen DK-2200, Denmark \\and Department of Astronomy, University of Massachusetts, Amherst, MA 01003, USA \\and Department of Physics and Astronomy and PITT PACC, University of Pittsburgh, Pittsburgh, PA 15260, USA \\and Department for Astrophysical and Planetary Science, University of Colorado, Boulder, CO, 80309, USA \\and University of Kansas, Department of Physics and Astronomy, 1251 Wescoe Hall Drive, Room 1082, Lawrence, KS 66049, USA \\and Leiden Observatory, Leiden University, P.O. Box 9513,NL-2300 AA Leiden, The Netherlands \\and Department of Astronomy \\& Astrophysics, The Pennsylvania State University, University Park, PA 16802, USA \\and Institute for Computational \\& Data Sciences, The Pennsylvania State University, University Park, PA 16802, USA \\and Institute for Gravitation and the Cosmos, The Pennsylvania State University, University Park, PA 16802, USA \\and Institute for Astronomy, University of Edinburgh, Royal Observatory, Edinburgh, EH9 3HJ, UK \\and Department of Physics, University of California, Santa Barbara, Santa Barbara, CA 93109, USA \\and Department of Astronomy, The University of Texas at Austin, Austin, TX, USA \\and Laboratory for Multiwavelength Astrophysics, School of Physics and Astronomy, Rochester Institute of Technology, 84 Lomb Memorial Drive, Rochester, NY 14623, USA']]"
Pitch Angle Measurement Method based on Detector Counts Distribution. -I. Basic conception,"['\\fnm{Chenwei} \\sur{Wang}', '\\fnm{Hongbo} \\sur{Xue}', '\\fnm{Yiteng} \\sur{Zhang}', '\\fnm{Shanzhi} \\sur{Ye}', '\\fnm{Wei} \\sur{Xu}', '\\fnm{Jinpeng} \\sur{Zhang}', '\\fnm{Zhenghua} \\sur{An}', '\\fnm{Ce} \\sur{Cai}', '\\fnm{Peiyi} \\sur{Feng}', '\\fnm{Ke} \\sur{Gong}', '\\fnm{Haoxuan} \\sur{Guo}', '\\fnm{Yue} \\sur{Huang}', '\\fnm{Xinqiao} \\sur{Li}', '\\fnm{Jiacong} \\sur{Liu}', '\\fnm{Xiaojing} \\sur{Liu}', '\\fnm{Xiang} \\sur{Ma}', '\\fnm{Liming} \\sur{Song}', '\\fnm{Wenjun} \\sur{Tan}', '\\fnm{Jin} \\sur{Wang}', '\\fnm{Ping} \\sur{Wang}', '\\fnm{Yue} \\sur{Wang}', '\\fnm{Xiangyang} \\sur{Wen}', '\\fnm{Shuo} \\sur{Xiao}', '\\fnm{Shenglun} \\sur{Xie}', '\\fnm{Yanbing} \\sur{Xu}', '\\fnm{Wangchen} \\sur{Xue}', '\\fnm{Sheng} \\sur{Yang}', '\\fnm{Zhenghang} \\sur{Yu}', '\\fnm{Dali} \\sur{Zhang}', '\\fnm{Wenlong} \\sur{Zhang}', '\\fnm{Peng} \\sur{Zhang}', '\\fnm{Shuangnan} \\sur{Zhang}', '\\fnm{Yanqiu} \\sur{Zhang}', '\\fnm{Yanting} \\sur{Zhang}', '\\fnm{Zhen} \\sur{Zhang}', '\\fnm{Xiaoyun} \\sur{Zhao}', '\\fnm{Chao} \\sur{Zheng}', '\\fnm{Shijie} \\sur{Zheng}']","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
Reionization in Protocluster Environments at $z>7$ with JWST/NIRSpec,[],[]
Keck Observatory as an HWO Testbed: validating wavefront sensing and control schemes on a large segmented aperture in parallel with high-contrast science,[],[]
COSMOS Spectroscopic Redshift Compilation (First Data Release): 165k Redshifts Encompassing Two Decades of Spectroscopy,"['Ali Ahmad Khostovan', 'Jeyhan S. Kartaltepe', 'Mara Salvato', 'Olivier Ilbert', 'Caitlin M. Casey', 'Hiddo Algera', 'Jacqueline Antwi-Danso', 'Andrew Battisti', 'Malte Brinch', 'Marcella Brusa', 'Antonello Calabr\\`o', 'Peter L.~Capak', 'Nima Chartab', 'Olivia R. Cooper']","[['Department of Physics and Astronomy, University of Kentucky, 505 Rose Street, Lexington, KY 40506, USA', 'Laboratory for Multiwavelength Astrophysics, School of Physics and Astronomy, Rochester Institute of Technology, 84 Lomb Memorial Drive, Rochester, NY 14623, USA'], ['Laboratory for Multiwavelength Astrophysics, School of Physics and Astronomy, Rochester Institute of Technology, 84 Lomb Memorial Drive, Rochester, NY 14623, USA'], ['Max-Planck-Institut f\\""ur extraterrestrische Physik, Giessenbachstrasse 1, 85748 Garching, Germany'], ['Aix Marseille Univ, CNRS, CNES, LAM, Marseille, France'], ['Department of Physics, University of California, Santa Barbara, Santa Barbara, CA 93109, USA', 'Department of Astronomy, The University of Texas at Austin, 2515 Speedway Blvd Stop C1400, Austin, TX 78712, USA', 'Cosmic Dawn Center (DAWN), Denmark'], ['Institute of Astronomy and Astrophysics, Academia Sinica, 11F of Astronomy-Mathematics Building, No.1, Sec. 4, Roosevelt Rd, Taipei 106216, Taiwan, R.O.C.'], ['David A. Dunlap Department of Astronomy and Astrophysics, University of Toronto, 50 St. George Street, Toronto, Ontario, M5S'], ['International Centre for Radio Astronomy Research, University of Western Australia, 35 Stirling Highway, Crawley 26WA 6009, Australia', 'ARC Centre of Excellence for All Sky Astrophysics in 3 Dimensions (ASTRO 3D), Australia', 'Research School of Astronomy and Astrophysics, Australian National University, Cotter Road, Weston Creek, ACT 2611, Australia'], [""Instituto de F\\'isica y Astronom\\'ia, Universidad de Valpara\\'iso, Avda. Gran Bretana~ 1111, Valpara\\'iso, Chile""], ['Dipartimento di Fisica e Astronomia ‘Augusto Righi’, Alma Mater Studiorum Università di Bologna, via Gobetti 93/2, 40129 Bologna, Italy', 'INAF-Osservatorio di Astrofisica e Scienza dello Spazio di Bologna, via Gobetti 93/3, 40129 Bologna, Italy'], ['INAF—Osservatorio Astronomico di Roma, via di Frascati 33, 00078 Monte Porzio Catone, Italy'], ['Cosmic Dawn Center (DAWN), Denmark', 'Niels Bohr Institute, University of Copenhagen, Jagtvej 128, DK-2200, Copenhagen, Denmark'], ['Caltech/IPAC, MS 314-6, 1200 E. California Blvd. Pasadena, CA 91125, USA'], ['Department of Astronomy, The University of Texas at Austin, 2515 Speedway Blvd Stop C1400, Austin, TX 78712, USA']]"
V570 Per: Characterization of a Benchmark Eclipsing Binary,[],[]
"Cultivating Long-Term Planning, Collaboration, and Mission Continuity in Astrobiology Through Support of Early Career Researchers",[],[]
First detection of X-ray polarization from the long-period X-ray pulsar 4U 1954+319,[],[]
Probing cosmic velocities with the pairwise kinematic Sunyaev-Zel'dovich signal in DESI Bright Galaxy Sample DR1 and ACT DR6,[],[]
"A ""Black Hole Star"" Reveals the Remarkable Gas-Enshrouded Hearts of the Little Red Dots",[],[]
COSMOS-Web galaxy groups: Evolution of red sequence and quiescent galaxy fraction,[],[]
The GAPS programme at TNG XYZ. A sub-Neptune suitable for atmospheric characterization in a multiplanet and mutually inclined system orbiting the bright K dwarf TOI-5789 (HIP 99452),[],[]
The impact of ultraviolet suppression on the rates and properties of strongly lensed Type IIn supernovae detected by LSST,"['Andr\\\'es\\ I.\\ Ponte\\ P\\\'erez,\\!$^{1}$\\thanks{E-mail: aip981@student.bham.ac.uk}\\orcidlink{}, Graham\\ P.\\ Smith,\\!$^{1,2}$\\orcidlink{0000-0003-4494-8277} Matt\\ Nicholl,\\!$^{3}$\\orcidlink{0000-0002-2555-3192} Nikki\\ Arendse,\\!$^{4}$\\orcidlink{0000-0001-5409-6480} Dan\\ Ryczanowski,\\!$^{5,1}$\\orcidlink{0000-0002-4429-3429} \\newauthor Suhail\\ Dhawan$^{1}$ and the LSST Strong Lensing Science Collaboration \\\\ $^{1}$School of Physics and Astronomy, University of Birmingham, Edgbaston, B15 2TT, UK\\\\ $^{2}$Department of Astrophysics, University of Vienna, T\\""urkenschanzstrasse 17, 1180 Vienna, Austria\\\\ $^{3}$Astrophysics Research Centre, School of Mathematics and Physics, Queen\'s University Belfast, Belfast BT7 1NN, UK\\\\ $^{4}$Oskar Klein Centre, Department of Physics, Stockholm University, SE-106 91 Stockholm, Sweden\\\\ $^{5}$Institute of Cosmology and Gravitation, University of Portsmouth, Burnaby Road, Portsmouth, PO1 3FX, UK']",[[]]
Apache Point Observatory follow-up of ACcelerating Candidate ExopLanet host Stars (APO ACCELS): Ages for 166 Accelerating Stars in the Northern Hemisphere,[],[]
THRILS -- The High-(Redshift+Ionization) Line Search: Program Description & Redshift Catalog,[],[]
The MDW Hα Sky Survey: Data Release 1,[],[]
Uniform Rolling: An LSST Observing Cadence Offering Sufficient Survey Uniformity for Comprehensive Cosmological Analysis,[],[]
A compact Keplerian-like disc and H30$α$ emission towards the radio jet in the massive protostar W75N(B)-VLA3,[],[]
Optimizing broadband microwave absorbers for applications in the 70-200 GHz range,[],[]
The M31-M33 Interaction: Impact on M31's Center of Mass Motion and Satellite Orbits,[],[]
No evidence for Keplerian taper of far-out galactic rotation,[],[]
SDSS-V Black Hole Mapper: The Index Diagram as a tool to disentangle the influence of the Host Galaxy in Quasar spectra,[],[]
Template-Fitting Meets Deep Learning: Redshift Estimation Using Physics-Guided Neural Networks,[],[]
